DEPTH,CALI,DRHO,NPHI,PEF,RT,KLOGH,PHIF,VSH
3589.9,8.578,0.058,0.213,4.721,11.739,6.13,0.23,0.339
3590,8.578,0.054,0.212,4.727,11.361,9.37,0.236,0.324
3590.1,8.578,0.052,0.211,4.75,11.279,10.037,0.239,0.324
3590.2,8.578,0.051,0.212,4.786,11.123,11.529,0.242,0.319
3590.3,8.578,0.05,0.214,4.829,10.881,16.895,0.245,0.303
3590.4,8.578,0.048,0.218,4.86,10.916,19.516,0.247,0.299
3590.5,8.578,0.046,0.22,4.86,10.922,20.671,0.25,0.298
3590.6,8.578,0.046,0.22,4.829,10.928,20.516,0.251,0.299
3590.7,8.578,0.045,0.219,4.786,10.963,14.809,0.25,0.315
3590.8,8.578,0.046,0.217,4.747,10.94,11.346,0.25,0.327
3590.9,8.578,0.046,0.217,4.721,10.869,16.591,0.25,0.309
3591,8.578,0.046,0.218,4.705,10.724,14.9,0.251,0.315
3591.1,8.578,0.046,0.22,4.693,10.533,12.9,0.251,0.322
3591.2,8.578,0.046,0.223,4.669,10.405,11.211,0.252,0.329
3591.3,8.578,0.044,0.226,4.634,10.299,11.13,0.254,0.331
3591.4,8.578,0.042,0.228,4.627,10.22,11.083,0.256,0.334
3591.5,8.578,0.04,0.227,4.678,10.184,13.189,0.258,0.327
3591.6,8.578,0.04,0.224,4.762,10.225,15.972,0.257,0.317
3591.7,8.578,0.043,0.22,4.822,10.22,13.49,0.254,0.323
3591.8,8.578,0.045,0.218,4.821,10.136,10.001,0.252,0.335
3591.9,8.578,0.046,0.219,4.779,10.09,10.772,0.251,0.331
3592,8.578,0.047,0.222,4.738,9.973,16.689,0.252,0.31
3592.1,8.578,0.046,0.226,4.718,9.953,22.107,0.254,0.299
3592.2,8.578,0.046,0.227,4.72,9.978,18.822,0.255,0.308
3592.3,8.578,0.047,0.225,4.737,9.913,15.444,0.254,0.316
3592.4,8.578,0.048,0.22,4.755,9.953,15.839,0.252,0.313
3592.5,8.578,0.047,0.215,4.76,9.923,17.653,0.25,0.306
3592.6,8.578,0.046,0.211,4.753,10.003,13.381,0.249,0.318
3592.7,8.578,0.044,0.211,4.737,9.948,10.231,0.249,0.331
3592.8,8.578,0.042,0.211,4.719,9.923,11.457,0.25,0.326
3592.9,8.578,0.041,0.212,4.699,10.003,14.416,0.25,0.315
3593,8.578,0.042,0.214,4.686,9.928,16.828,0.25,0.308
3593.1,8.578,0.042,0.218,4.678,9.902,16.748,0.251,0.31
3593.2,8.578,0.042,0.223,4.668,9.814,15.215,0.254,0.317
3593.3,8.578,0.042,0.226,4.654,9.841,13.433,0.256,0.324
3593.4,8.602,0.041,0.222,4.648,9.853,14.706,0.255,0.319
3593.5,8.594,0.04,0.221,4.667,9.848,12.848,0.256,0.326
3593.6,8.578,0.04,0.217,4.702,9.902,10.97,0.253,0.332
3593.7,8.578,0.041,0.213,4.722,9.814,12.045,0.25,0.324
3593.8,8.578,0.044,0.212,4.709,9.824,11.538,0.247,0.324
3593.9,8.578,0.047,0.214,4.665,9.779,11.965,0.245,0.32
3594,8.578,0.049,0.217,4.629,9.688,11.353,0.245,0.323
3594.1,8.578,0.05,0.22,4.625,9.645,11.398,0.247,0.324
3594.2,8.578,0.048,0.222,4.649,9.616,11.202,0.249,0.327
3594.3,8.578,0.046,0.222,4.682,9.535,10.953,0.252,0.33
3594.4,8.578,0.043,0.222,4.71,9.458,11.204,0.253,0.331
3594.5,8.578,0.043,0.222,4.742,9.467,10.353,0.254,0.335
3594.6,8.578,0.044,0.222,4.793,9.504,9.109,0.253,0.341
3594.7,8.625,0.046,0.219,4.847,9.527,10.164,0.251,0.334
3594.8,8.578,0.048,0.221,4.88,9.547,10.4,0.252,0.333
3594.9,8.578,0.048,0.218,4.869,9.584,11.132,0.251,0.329
3595,8.578,0.047,0.214,4.821,9.731,15.281,0.25,0.313
3595.1,8.578,0.046,0.212,4.766,9.78,16.295,0.25,0.31
3595.2,8.625,0.046,0.208,4.731,9.79,14.089,0.249,0.316
3595.3,8.625,0.048,0.21,4.727,10.008,11.84,0.25,0.325
3595.4,8.601,0.05,0.217,4.744,10.003,10.399,0.252,0.333
3595.5,8.578,0.051,0.219,4.752,9.854,14.466,0.252,0.318
3595.6,8.578,0.051,0.22,4.738,10.147,12.06,0.253,0.327
3595.7,8.578,0.051,0.218,4.722,10.148,9.552,0.252,0.338
3595.8,8.578,0.051,0.218,4.73,10.475,8.651,0.252,0.342
3595.9,8.578,0.051,0.219,4.772,10.402,9.573,0.251,0.336
3596,8.625,0.053,0.216,4.828,10.462,8.651,0.248,0.338
3596.1,8.625,0.055,0.214,4.871,10.495,8.911,0.245,0.335
3596.2,8.625,0.056,0.211,4.883,10.8,9.47,0.242,0.329
3596.3,8.625,0.056,0.209,4.861,10.865,9.456,0.241,0.328
3596.4,8.594,0.055,0.213,4.83,11.059,7.609,0.243,0.34
3596.5,8.578,0.053,0.216,4.823,11.187,8.847,0.245,0.334
3596.6,8.625,0.053,0.216,4.85,11.2,9.108,0.244,0.333
3596.7,8.625,0.053,0.216,4.885,11.473,9.21,0.244,0.332
3596.8,8.625,0.053,0.214,4.885,11.339,8.513,0.243,0.335
3596.9,8.625,0.051,0.211,4.839,11.325,8.352,0.241,0.334
3597,8.625,0.049,0.207,4.771,11.806,7.021,0.239,0.341
3597.1,8.625,0.048,0.205,4.718,11.512,6.438,0.239,0.344
3597.2,8.578,0.048,0.211,4.702,11.379,6.549,0.24,0.345
3597.3,8.578,0.047,0.216,4.702,10.947,7.662,0.242,0.339
3597.4,8.578,0.047,0.218,4.7,10.488,9.283,0.244,0.331
3597.5,8.578,0.046,0.218,4.681,10.162,8.43,0.244,0.337
3597.6,8.625,0.044,0.214,4.645,10.1,8.698,0.244,0.335
3597.7,8.578,0.043,0.216,4.602,9.838,11.436,0.246,0.323
3597.8,8.625,0.043,0.22,4.562,9.54,13.066,0.248,0.319
3597.9,8.625,0.043,0.223,4.55,8.813,9.951,0.249,0.333
3598,8.625,0.043,0.223,4.595,7.917,8.455,0.248,0.34
3598.1,8.578,0.044,0.226,4.704,7.708,6.933,0.246,0.347
3598.2,8.625,0.044,0.225,4.862,7.405,5.381,0.241,0.355
3598.3,8.625,0.043,0.232,5.037,7.798,4.524,0.239,0.362
3598.4,8.625,0.04,0.243,5.196,8.364,4.76,0.241,0.361
3598.5,8.625,0.035,0.255,5.333,8.467,5.796,0.245,0.355
3598.6,8.625,0.029,0.263,5.451,8.098,7.947,0.245,0.34
3598.7,8.625,0.026,0.264,5.546,8.121,6.336,0.239,0.345
3598.8,8.625,0.027,0.259,5.618,7.831,2.609,0.187,0.343
3598.9,8.625,0.033,0.252,5.66,6.329,1.591,0.167,0.348
3599,8.625,0.04,0.245,5.683,4.988,1.047,0.15,0.354
3599.1,8.625,0.045,0.236,5.686,5.351,0.738,0.142,0.363
3599.2,8.625,0.048,0.226,5.659,5.447,0.557,0.142,0.377
3599.3,8.625,0.046,0.217,5.614,6.206,0.457,0.149,0.393
3599.4,8.625,0.042,0.213,5.594,7.449,1.153,0.191,0.385
3599.5,8.625,0.038,0.214,5.622,8.766,1.094,0.195,0.391
3599.6,8.625,0.036,0.215,5.666,8.522,1.219,0.197,0.388
3599.7,8.625,0.036,0.212,5.668,7.568,1.314,0.196,0.383
3599.8,8.625,0.038,0.207,5.615,8.698,0.969,0.192,0.394
3599.9,8.625,0.038,0.206,5.546,10.209,0.885,0.189,0.396
3600,8.625,0.039,0.207,5.497,9.962,0.836,0.187,0.397
3600.1,8.625,0.039,0.209,5.467,9.711,1.001,0.186,0.387
3600.2,8.625,0.039,0.209,5.45,9.452,1.17,0.184,0.378
3600.3,8.625,0.039,0.207,5.45,9.028,1.019,0.182,0.383
3600.4,8.625,0.038,0.207,5.467,8.692,0.521,0.181,0.415
3600.5,8.625,0.038,0.206,5.48,8.813,0.561,0.182,0.412
3600.6,8.625,0.037,0.205,5.476,9.205,0.59,0.182,0.41
3600.7,8.625,0.037,0.205,5.469,9.973,0.74,0.183,0.399
3600.8,8.625,0.038,0.205,5.479,9.864,0.813,0.183,0.395
3600.9,8.625,0.039,0.206,5.522,9.281,0.967,0.184,0.387
3601,8.625,0.04,0.207,5.588,9.077,0.881,0.185,0.393
3601.1,8.625,0.042,0.207,5.659,8.938,1.057,0.186,0.385
3601.2,8.625,0.043,0.206,5.712,8.675,1.067,0.187,0.385
3601.3,8.625,0.043,0.204,5.726,8.263,0.867,0.187,0.395
3601.4,8.625,0.045,0.202,5.707,7.845,0.797,0.186,0.399
3601.5,8.625,0.048,0.199,5.657,7.924,0.933,0.184,0.389
3601.6,8.625,0.054,0.197,5.583,7.955,0.957,0.182,0.386
3601.7,8.625,0.058,0.194,5.487,8.018,1.03,0.179,0.38
3601.8,8.625,0.06,0.191,5.377,7.84,1.001,0.178,0.381
3601.9,8.625,0.059,0.189,5.278,7.561,0.768,0.179,0.394
3602,8.625,0.056,0.19,5.214,7.484,0.715,0.182,0.4
3602.1,8.625,0.053,0.193,5.19,7.196,0.82,0.186,0.397
3602.2,8.625,0.049,0.198,5.188,7.062,1.112,0.192,0.388
3602.3,8.625,0.045,0.204,5.188,6.836,1.604,0.197,0.375
3602.4,8.625,0.044,0.207,5.186,6.717,1.647,0.2,0.376
3602.5,8.625,0.045,0.208,5.195,6.664,0.943,0.201,0.403
3602.6,8.625,0.048,0.207,5.214,6.697,1.341,0.199,0.385
3602.7,8.625,0.049,0.206,5.222,6.634,1.438,0.198,0.38
3602.8,8.625,0.048,0.204,5.212,6.521,1.228,0.197,0.387
3602.9,8.625,0.047,0.201,5.199,6.562,0.891,0.196,0.402
3603,8.625,0.048,0.198,5.195,6.662,1.144,0.194,0.388
3603.1,8.578,0.049,0.2,5.197,6.694,1.32,0.194,0.382
3603.2,8.625,0.051,0.2,5.192,6.715,1.161,0.193,0.387
3603.3,8.625,0.052,0.204,5.187,6.706,1.008,0.194,0.395
3603.4,8.625,0.052,0.206,5.197,6.702,0.815,0.196,0.406
3603.5,8.625,0.05,0.206,5.214,6.554,0.643,0.197,0.419
3603.6,8.625,0.048,0.204,5.209,6.389,0.565,0.198,0.426
3603.7,8.641,0.045,0.2,5.167,6.356,1.069,0.198,0.395
3603.8,8.648,0.043,0.202,5.123,6.324,0.999,0.2,0.4
3603.9,8.625,0.044,0.2,5.121,6.375,1.082,0.2,0.396
3604,8.578,0.046,0.202,5.167,6.282,1.383,0.2,0.385
3604.1,8.625,0.048,0.199,5.217,6.23,1.112,0.199,0.394
3604.2,8.625,0.049,0.199,5.236,6.236,1.021,0.199,0.398
3604.3,8.625,0.048,0.2,5.242,6.14,1.005,0.199,0.399
3604.4,8.625,0.046,0.2,5.276,6.037,1.186,0.199,0.391
3604.5,8.625,0.045,0.202,5.331,5.906,1.402,0.199,0.382
3604.6,8.672,0.046,0.202,5.37,5.891,1.199,0.197,0.388
3604.7,8.656,0.048,0.208,5.379,5.804,1.208,0.197,0.388
3604.8,8.625,0.052,0.212,5.386,5.747,0.693,0.196,0.414
3604.9,8.625,0.057,0.215,5.4,5.62,0.464,0.195,0.433
3605,8.672,0.063,0.215,5.398,5.604,0.599,0.194,0.42
3605.1,8.672,0.069,0.216,5.342,5.686,1.053,0.196,0.394
3605.2,8.672,0.073,0.219,5.231,5.708,0.936,0.199,0.402
3605.3,8.625,0.076,0.218,5.103,5.73,1.1,0.201,0.405
3605.4,8.625,0.079,0.216,4.974,5.752,1.293,0.204,0.391
3605.5,8.625,0.078,0.213,4.869,5.777,1.452,0.208,0.389
3605.6,8.625,0.074,0.211,4.78,5.755,2.642,0.212,0.363
3605.7,8.609,0.068,0.212,4.703,5.688,2.44,0.217,0.372
3605.8,8.578,0.063,0.212,4.641,5.602,2.554,0.22,0.373
3605.9,8.578,0.06,0.212,4.614,5.552,2.979,0.222,0.367
3606,8.578,0.06,0.212,4.623,5.425,4.146,0.222,0.351
3606.1,8.625,0.06,0.208,4.654,5.264,4.268,0.22,0.348
3606.2,8.625,0.06,0.206,4.69,5.193,3.642,0.219,0.354
3606.3,8.594,0.062,0.208,4.714,5.04,2.616,0.218,0.37
3606.4,8.578,0.064,0.208,4.715,4.928,2.343,0.216,0.373
3606.5,8.578,0.066,0.208,4.695,4.78,1.948,0.214,0.38
3606.6,8.625,0.068,0.205,4.666,4.722,1.487,0.21,0.39
3606.7,8.625,0.069,0.204,4.652,4.651,1.614,0.209,0.385
3606.8,8.625,0.07,0.204,4.664,4.641,1.609,0.208,0.384
3606.9,8.625,0.07,0.204,4.695,4.604,2.973,0.208,0.354
3607,8.578,0.069,0.206,4.73,4.475,3.274,0.208,0.35
3607.1,8.578,0.066,0.204,4.755,4.291,2.364,0.207,0.365
3607.2,8.578,0.062,0.202,4.775,4.176,1.765,0.205,0.377
3607.3,8.578,0.061,0.199,4.806,4.155,1.344,0.201,0.387
3607.4,8.578,0.063,0.196,4.851,4.106,0.905,0.196,0.402
3607.5,8.578,0.066,0.196,4.898,4.124,0.948,0.192,0.396
3607.6,8.625,0.07,0.193,4.93,4.132,1.123,0.188,0.383
3607.7,8.625,0.072,0.193,4.944,4.198,1.297,0.185,0.374
3607.8,8.625,0.073,0.193,4.955,4.243,1.397,0.184,0.37
3607.9,8.625,0.072,0.196,4.98,4.286,1.245,0.185,0.376
3608,8.625,0.07,0.202,5.027,4.241,0.919,0.187,0.392
3608.1,8.625,0.068,0.209,5.098,4.257,0.906,0.188,0.394
3608.2,8.609,0.065,0.217,5.19,4.223,0.41,0.151,0.4
3608.3,8.578,0.062,0.219,5.289,4.123,0.305,0.144,0.408
3608.4,8.625,0.061,0.216,5.36,4.127,0.268,0.136,0.407
3608.5,8.625,0.063,0.214,5.378,4.129,0.293,0.129,0.396
3608.6,8.625,0.068,0.211,5.332,4.263,0.259,0.126,0.399
3608.7,8.625,0.071,0.206,5.25,4.289,0.164,0.129,0.424
3608.8,8.625,0.07,0.202,5.179,4.466,0.185,0.138,0.426
3608.9,8.625,0.067,0.199,5.155,4.399,0.313,0.178,0.437
3609,8.625,0.063,0.197,5.178,4.329,0.371,0.181,0.431
3609.1,8.625,0.062,0.195,5.23,4.305,0.326,0.181,0.437
3609.2,8.625,0.063,0.194,5.275,4.381,0.341,0.179,0.433
3609.3,8.625,0.065,0.193,5.291,4.307,0.328,0.177,0.433
3609.4,8.625,0.067,0.195,5.274,4.345,0.313,0.175,0.434
3609.5,8.625,0.067,0.199,5.233,4.45,0.363,0.176,0.428
3609.6,8.625,0.064,0.202,5.189,4.588,0.53,0.179,0.412
3609.7,8.625,0.062,0.204,5.167,4.718,0.5,0.181,0.417
3609.8,8.625,0.061,0.203,5.174,4.805,0.506,0.181,0.416
3609.9,8.625,0.062,0.201,5.189,4.763,0.452,0.18,0.42
3610,8.625,0.062,0.199,5.205,4.941,0.494,0.177,0.414
3610.1,8.625,0.06,0.197,5.218,5.002,0.586,0.175,0.403
3610.2,8.625,0.058,0.196,5.234,5.322,0.456,0.174,0.414
3610.3,8.625,0.055,0.197,5.256,5.282,0.538,0.174,0.406
3610.4,8.625,0.054,0.199,5.287,5.38,0.585,0.173,0.402
3610.5,8.625,0.056,0.2,5.33,5.806,0.238,0.136,0.412
3610.6,8.625,0.061,0.199,5.383,6.185,0.244,0.129,0.405
3610.7,8.625,0.069,0.198,5.431,6.337,0.24,0.121,0.398
3610.8,8.625,0.076,0.196,5.461,6.131,0.215,0.112,0.396
3610.9,8.625,0.081,0.195,5.475,6.148,0.156,0.106,0.405
3611,8.625,0.082,0.195,5.495,5.843,0.119,0.103,0.416
3611.1,8.625,0.082,0.196,5.542,5.423,0.12,0.102,0.415
3611.2,8.625,0.08,0.198,5.608,4.95,0.101,0.102,0.424
3611.3,8.656,0.079,0.196,5.655,4.874,0.072,0.101,0.439
3611.4,8.672,0.079,0.196,5.655,5.043,0.075,0.097,0.433
3611.5,8.672,0.079,0.196,5.616,5.506,0.079,0.091,0.426
3611.6,8.672,0.078,0.199,5.586,5.362,0.071,0.086,0.426
3611.7,8.625,0.073,0.201,5.619,5.507,0.047,0.082,0.442
3611.8,8.625,0.066,0.203,5.714,5.255,0.04,0.079,0.449
3611.9,8.625,0.058,0.202,5.831,5.23,0.052,0.078,0.434
3612,8.625,0.052,0.199,5.922,5.024,0.047,0.077,0.438
3612.1,8.649,0.051,0.192,5.952,4.867,0.041,0.074,0.442
3612.2,8.672,0.057,0.19,5.918,4.864,0.05,0.067,0.426
3612.3,8.625,0.07,0.192,5.82,4.705,0.034,0.06,0.438
3612.4,8.625,0.082,0.192,5.7,4.849,0.035,0.057,0.435
3612.5,8.625,0.087,0.193,5.608,4.787,0.043,0.064,0.431
3612.6,8.625,0.081,0.194,5.59,4.881,0.072,0.077,0.417
3612.7,8.625,0.068,0.196,5.664,4.885,0.112,0.092,0.41
3612.8,8.625,0.053,0.197,5.814,5.57,0.121,0.104,0.416
3612.9,8.625,0.041,0.199,6.001,5.602,0.137,0.11,0.416
3613,8.672,0.036,0.198,6.169,6.242,0.132,0.11,0.418
3613.1,8.672,0.039,0.199,6.266,6.384,0.137,0.105,0.412
3613.2,8.672,0.048,0.2,6.266,6.92,0.134,0.099,0.407
3613.3,8.672,0.057,0.201,6.191,7.462,0.126,0.093,0.405
3613.4,8.672,0.064,0.2,6.089,9.041,0.131,0.089,0.4
3613.5,8.672,0.067,0.197,5.997,10.054,0.174,0.086,0.383
3613.6,8.656,0.067,0.197,5.929,11.985,0.22,0.085,0.371
3613.7,8.625,0.065,0.195,5.882,12.646,0.32,0.088,0.356
3613.8,8.625,0.064,0.195,5.848,14.948,0.518,0.094,0.338
3613.9,8.625,0.068,0.194,5.812,17.895,1.025,0.099,0.309
3614,8.625,0.074,0.193,5.77,17.716,1.751,0.102,0.286
3614.1,8.641,0.079,0.189,5.72,19.375,2.603,0.105,0.269
3614.2,8.648,0.082,0.193,5.65,23.006,2.68,0.109,0.272
3614.3,8.625,0.085,0.196,5.559,28.593,3.019,0.117,0.273
3614.4,8.578,0.087,0.201,5.464,44.518,3.186,0.126,0.279
3614.5,8.578,0.088,0.2,5.378,52.783,4.316,0.137,0.273
3614.6,8.578,0.086,0.197,5.296,50.1,9.307,0.179,0.273
3614.7,8.578,0.081,0.194,5.215,53.944,10.425,0.185,0.273
3614.8,8.625,0.075,0.189,5.134,49.56,14.511,0.19,0.262
3614.9,8.625,0.068,0.188,5.058,58.168,21.995,0.195,0.247
3615,8.625,0.063,0.19,4.995,72.688,26.042,0.201,0.243
3615.1,8.578,0.06,0.189,4.955,89.165,26.727,0.204,0.245
3615.2,8.578,0.06,0.189,4.953,133.07,33.339,0.206,0.236
3615.3,8.625,0.061,0.186,4.989,148.418,35.797,0.206,0.233
3615.4,8.578,0.062,0.19,5.038,170.668,33.413,0.208,0.238
3615.5,8.578,0.061,0.186,5.07,159.815,32.289,0.206,0.238
3615.6,8.625,0.059,0.185,5.07,168.208,23.097,0.206,0.254
3615.7,8.625,0.058,0.181,5.046,257.078,26.473,0.205,0.246
3615.8,8.625,0.058,0.178,5.012,258.398,29.07,0.203,0.241
3615.9,8.625,0.058,0.176,4.974,236.819,32.071,0.203,0.235
3616,8.625,0.059,0.175,4.936,504.446,32.604,0.203,0.234
3616.1,8.625,0.059,0.175,4.905,288.828,28.741,0.203,0.241
3616.2,8.625,0.058,0.175,4.882,672.155,25.217,0.203,0.247
3616.3,8.594,0.058,0.178,4.87,279.829,37.263,0.204,0.229
3616.4,8.578,0.058,0.178,4.879,412.748,43.921,0.203,0.22
3616.5,8.578,0.058,0.179,4.909,368.279,39.708,0.203,0.225
3616.6,8.578,0.056,0.18,4.938,1850.503,41.639,0.204,0.224
3616.7,8.578,0.052,0.182,4.94,21542.039,52.946,0.207,0.214
3616.8,8.578,0.049,0.182,4.909,62290.77,45.041,0.209,0.224
3616.9,8.625,0.047,0.178,4.864,62118.141,42.733,0.208,0.226
3617,8.578,0.048,0.18,4.831,1141.858,39.889,0.208,0.229
3617.1,8.578,0.052,0.181,4.824,2047.73,36.43,0.207,0.233
3617.2,8.578,0.055,0.185,4.842,290.402,47.333,0.207,0.22
3617.3,8.578,0.057,0.19,4.884,626.605,34.87,0.207,0.235
3617.4,8.578,0.057,0.193,4.936,1121.997,23.094,0.207,0.255
3617.5,8.578,0.056,0.193,4.989,62290.77,21.257,0.206,0.258
3617.6,8.578,0.055,0.193,5.032,62290.77,25.093,0.204,0.248
3617.7,8.609,0.056,0.191,5.055,62290.77,17.131,0.201,0.264
3617.8,8.625,0.059,0.193,5.06,62134.82,15.579,0.199,0.266
3617.9,8.625,0.061,0.196,5.05,7057.86,12.058,0.197,0.277
3618,8.578,0.062,0.2,5.042,10519.981,9.734,0.196,0.287
3618.1,8.578,0.061,0.2,5.057,62290.77,13.412,0.196,0.271
3618.2,8.578,0.06,0.199,5.087,62290.77,14.396,0.196,0.268
3618.3,8.578,0.058,0.2,5.117,62290.77,10.558,0.197,0.284
3618.4,8.578,0.057,0.202,5.146,62290.77,7.225,0.198,0.303
3618.5,8.625,0.059,0.205,5.18,62290.77,5.116,0.198,0.319
3618.6,8.578,0.063,0.206,5.222,62290.77,4.765,0.196,0.321
3618.7,8.609,0.067,0.203,5.255,62290.77,4.613,0.192,0.319
3618.8,8.625,0.07,0.204,5.278,62290.77,4.824,0.191,0.316
3618.9,8.625,0.071,0.206,5.301,62290.77,4.592,0.192,0.319
3619,8.625,0.071,0.211,5.334,62290.77,6.466,0.194,0.304
3619.1,8.625,0.072,0.215,5.374,62290.77,5.82,0.195,0.31
3619.2,8.625,0.073,0.217,5.404,62290.77,3.993,0.195,0.329
3619.3,8.625,0.073,0.217,5.416,62290.77,3.819,0.194,0.33
3619.4,8.625,0.071,0.215,5.423,62290.77,3.275,0.194,0.337
3619.5,8.625,0.068,0.211,5.444,62290.77,2.786,0.193,0.344
3619.6,8.625,0.067,0.206,5.494,62290.77,3.811,0.191,0.328
3619.7,8.625,0.067,0.205,5.552,62290.77,3.951,0.19,0.325
3619.8,8.625,0.066,0.207,5.579,62290.77,4.192,0.19,0.322
3619.9,8.625,0.064,0.212,5.552,62290.77,2.669,0.192,0.346
3620,8.625,0.062,0.216,5.48,62290.77,1.941,0.195,0.363
3620.1,8.625,0.061,0.217,5.404,62290.77,1.973,0.196,0.364
3620.2,8.625,0.059,0.217,5.369,62290.77,2.707,0.198,0.35
3620.3,8.625,0.055,0.218,5.396,62290.77,4.099,0.199,0.331
3620.4,8.625,0.052,0.221,5.464,62290.77,4.232,0.2,0.331
3620.5,8.625,0.053,0.224,5.524,62290.77,4.443,0.201,0.328
3620.6,8.625,0.057,0.225,5.529,62290.77,2.082,0.199,0.331
3620.7,8.625,0.063,0.224,5.476,62290.77,1.533,0.197,0.343
3620.8,8.578,0.067,0.223,5.408,62290.77,1.564,0.196,0.341
3620.9,8.578,0.069,0.216,5.367,62290.77,2.695,0.194,0.345
3621,8.578,0.07,0.209,5.35,62290.77,2.289,0.191,0.352
3621.1,8.578,0.071,0.202,5.322,62290.77,2.654,0.19,0.344
3621.2,8.578,0.072,0.2,5.264,62118.965,3.583,0.19,0.33
3621.3,8.578,0.072,0.202,5.18,1603.269,3.954,0.193,0.327
3621.4,8.578,0.071,0.205,5.105,62119.992,5.393,0.196,0.315
3621.5,8.625,0.069,0.205,5.077,1965.861,4.623,0.197,0.323
3621.6,8.609,0.069,0.208,5.105,62290.77,4.316,0.199,0.329
3621.7,8.578,0.07,0.207,5.174,62290.77,5.928,0.2,0.314
3621.8,8.578,0.07,0.206,5.243,62290.77,8.323,0.201,0.299
3621.9,8.578,0.068,0.206,5.277,62290.77,7.874,0.203,0.303
3622,8.578,0.066,0.205,5.255,62290.77,8.005,0.205,0.304
3622.1,8.594,0.062,0.2,5.178,62290.77,7.614,0.205,0.307
3622.2,8.625,0.058,0.199,5.075,62290.77,11.185,0.207,0.29
3622.3,8.625,0.055,0.198,4.992,62290.77,14.5,0.208,0.278
3622.4,8.625,0.054,0.197,4.958,62290.77,12.475,0.209,0.286
3622.5,8.578,0.054,0.199,4.982,62290.77,8.792,0.21,0.304
3622.6,8.578,0.056,0.198,5.045,62290.77,8.801,0.209,0.303
3622.7,8.578,0.059,0.197,5.13,62290.77,7.655,0.207,0.308
3622.8,8.578,0.064,0.197,5.201,62290.77,7.194,0.204,0.308
3622.9,8.578,0.068,0.197,5.231,62290.77,5.642,0.201,0.317
3623,8.578,0.071,0.194,5.212,62290.77,7.086,0.198,0.303
3623.1,8.609,0.073,0.195,5.173,62290.77,8.039,0.197,0.297
3623.2,8.609,0.073,0.19,5.162,62290.77,6.386,0.195,0.306
3623.3,8.625,0.073,0.189,5.183,62290.77,6.455,0.193,0.304
3623.4,8.625,0.073,0.189,5.212,62290.77,5.127,0.193,0.315
3623.5,8.625,0.07,0.19,5.228,62290.77,7.201,0.194,0.299
3623.6,8.625,0.066,0.191,5.225,62290.77,9.141,0.195,0.289
3623.7,8.625,0.064,0.192,5.214,62290.77,9.178,0.195,0.289
3623.8,8.625,0.063,0.192,5.192,62290.77,7.725,0.194,0.296
3623.9,8.625,0.062,0.19,5.165,62290.77,7.654,0.191,0.294
3624,8.625,0.06,0.188,5.151,62118.277,7.585,0.189,0.293
3624.1,8.625,0.055,0.188,5.176,1185.683,5.295,0.189,0.31
3624.2,8.625,0.05,0.189,5.253,356.688,4.8,0.19,0.315
3624.3,8.625,0.045,0.191,5.368,440.014,4.013,0.19,0.324
3624.4,8.625,0.043,0.192,5.479,339.299,3.787,0.189,0.326
3624.5,8.578,0.042,0.196,5.55,190.451,2.762,0.188,0.34
3624.6,8.594,0.041,0.195,5.57,377.286,2.486,0.185,0.342
3624.7,8.625,0.041,0.197,5.562,140.407,2.633,0.183,0.338
3624.8,8.625,0.039,0.201,5.569,99.691,2.087,0.181,0.348
3624.9,8.625,0.037,0.204,5.619,52.276,1.554,0.181,0.362
3625,8.625,0.036,0.208,5.721,31.588,0.91,0.145,0.356
3625.1,8.625,0.035,0.21,5.863,26.882,0.497,0.141,0.382
3625.2,8.625,0.037,0.212,6.003,25.088,0.589,0.137,0.37
3625.3,8.625,0.041,0.213,6.1,24.893,0.364,0.134,0.39
3625.4,8.625,0.045,0.211,6.123,33.275,0.394,0.131,0.383
3625.5,8.625,0.046,0.207,6.071,20.588,0.371,0.129,0.385
3625.6,8.625,0.045,0.203,5.987,14.984,0.278,0.129,0.399
3625.7,8.625,0.039,0.202,5.939,13.559,0.364,0.13,0.386
3625.8,8.625,0.031,0.203,5.99,16.215,0.439,0.13,0.377
3625.9,8.625,0.025,0.204,6.142,16.273,0.459,0.126,0.372
3626,8.625,0.023,0.205,6.357,16.177,0.284,0.118,0.388
3626.1,8.625,0.023,0.206,6.572,18.178,0.213,0.106,0.391
3626.2,8.656,0.025,0.204,6.726,19.407,0.214,0.093,0.379
3626.3,8.672,0.026,0.202,6.801,18.82,0.228,0.081,0.365
3626.4,8.672,0.03,0.196,6.802,22.114,0.166,0.07,0.371
3626.5,8.672,0.035,0.186,6.734,23.419,0.085,0.063,0.397
3626.6,8.672,0.041,0.177,6.617,37.492,0.069,0.06,0.405
3626.7,8.672,0.046,0.17,6.485,31.937,0.074,0.061,0.402
3626.8,8.672,0.048,0.167,6.376,38.101,0.083,0.063,0.399
3626.9,8.625,0.049,0.166,6.314,48.855,0.091,0.065,0.395
3627,8.672,0.051,0.159,6.301,94.509,0.097,0.064,0.392
3627.1,8.672,0.053,0.154,6.303,106.408,0.099,0.063,0.39
3627.2,8.672,0.054,0.15,6.285,104.623,0.083,0.063,0.398
3627.3,8.672,0.054,0.148,6.234,161.546,0.097,0.064,0.392
3627.4,8.672,0.053,0.148,6.177,185.152,0.128,0.066,0.38
3627.5,8.672,0.053,0.153,6.145,98.285,0.114,0.068,0.387
