DEPTH,CALI,DRHO,NPHI,PEF,RT,KLOGH,PHIF,VSH
4015.6,8.672,0.062,0.124,5.027,51.516,222.75,0.176,0.118
4015.7,8.625,0.059,0.126,4.991,50.796,205.763,0.177,0.123
4015.8,8.641,0.056,0.123,4.969,51.224,229.417,0.176,0.116
4015.9,8.672,0.054,0.124,4.964,49.604,193.874,0.172,0.121
4016,8.672,0.054,0.125,4.968,49.402,145.257,0.164,0.128
4016.1,8.672,0.053,0.125,4.978,50.23,136.234,0.154,0.122
4016.2,8.672,0.052,0.124,4.983,50.865,130.795,0.144,0.115
4016.3,8.672,0.049,0.123,4.974,50.51,121.148,0.135,0.111
4016.4,8.672,0.047,0.123,4.954,49.33,113.432,0.13,0.11
4016.5,8.672,0.046,0.123,4.948,48.726,85.429,0.129,0.122
4016.6,8.672,0.049,0.124,4.98,48.795,99.997,0.13,0.116
4016.7,8.672,0.055,0.126,5.043,49.537,117.964,0.132,0.109
4016.8,8.672,0.061,0.128,5.105,50.056,99.32,0.133,0.118
4016.9,8.672,0.064,0.129,5.136,50.086,97.617,0.133,0.119
4017,8.672,0.062,0.128,5.137,49.061,102.892,0.133,0.117
4017.1,8.672,0.056,0.125,5.127,49.128,97.21,0.135,0.122
4017.2,8.672,0.052,0.121,5.105,48.991,107.776,0.139,0.12
4017.3,8.672,0.051,0.119,5.059,48.198,141.235,0.142,0.109
4017.4,8.672,0.053,0.118,4.996,47.876,127.186,0.144,0.116
4017.5,8.672,0.055,0.118,4.959,48.656,141.201,0.143,0.111
4017.6,8.672,0.057,0.118,4.979,47.552,146.487,0.143,0.108
4017.7,8.672,0.059,0.117,5.041,47.171,133.497,0.144,0.114
4017.8,8.672,0.06,0.116,5.112,46.768,108.798,0.147,0.127
4017.9,8.672,0.06,0.117,5.161,46.611,101.357,0.149,0.132
4018,8.641,0.061,0.121,5.164,46.609,126.74,0.151,0.123
4018.1,8.625,0.063,0.122,5.11,45.941,168.127,0.153,0.111
4018.2,8.625,0.066,0.124,5.014,46.063,199.6,0.154,0.104
4018.3,8.625,0.068,0.126,4.911,46.769,205.933,0.155,0.103
4018.4,8.625,0.069,0.128,4.831,47.425,178.68,0.156,0.111
4018.5,8.625,0.069,0.13,4.782,47.301,152.786,0.156,0.118
4018.6,8.625,0.068,0.132,4.746,48.131,155.501,0.156,0.117
4018.7,8.625,0.067,0.136,4.713,47.243,211.989,0.155,0.101
4018.8,8.625,0.064,0.139,4.684,49.85,223.172,0.153,0.098
4018.9,8.672,0.062,0.146,4.669,51.085,188.604,0.153,0.105
4019,8.672,0.06,0.152,4.67,52.179,229.658,0.154,0.097
4019.1,8.672,0.059,0.157,4.691,50.44,200.341,0.155,0.104
4019.2,8.672,0.058,0.16,4.738,50.578,181.268,0.155,0.109
4019.3,8.672,0.059,0.166,4.812,49.506,189.143,0.153,0.105
4019.4,8.625,0.059,0.166,4.897,50.657,203.085,0.15,0.099
4019.5,8.625,0.057,0.167,4.967,52.265,164.197,0.147,0.107
4019.6,8.672,0.051,0.164,5.017,54.442,185.003,0.146,0.1
4019.7,8.672,0.043,0.164,5.059,56.611,168.29,0.144,0.103
4019.8,8.672,0.036,0.163,5.1,61.09,186.12,0.143,0.097
4019.9,8.672,0.036,0.163,5.118,71.296,190.511,0.143,0.096
4020,8.672,0.04,0.164,5.086,57.43,163.212,0.143,0.103
4020.1,8.672,0.045,0.165,5.015,43.26,165.1,0.145,0.105
4020.2,8.672,0.047,0.164,4.946,46.263,175.674,0.147,0.104
4020.3,8.672,0.044,0.163,4.921,53.186,199.335,0.15,0.1
4020.4,8.672,0.04,0.162,4.946,63.053,173.377,0.154,0.111
4020.5,8.672,0.037,0.163,4.987,75.192,200.389,0.159,0.108
4020.6,8.672,0.04,0.162,5.008,56.142,196.869,0.164,0.113
4020.7,8.672,0.047,0.16,5.012,45.884,218.943,0.169,0.112
4020.8,8.672,0.055,0.158,5.033,47.053,279.245,0.175,0.106
4020.9,8.672,0.06,0.158,5.093,48.722,319.946,0.181,0.105
4021,8.672,0.06,0.16,5.16,47.428,421.214,0.189,0.099
4021.1,8.625,0.058,0.167,5.177,48.531,365.635,0.196,0.112
4021.2,8.625,0.056,0.169,5.124,50.096,478.319,0.202,0.104
4021.3,8.625,0.054,0.17,5.039,52.76,572.08,0.206,0.099
4021.4,8.641,0.051,0.168,4.981,52.248,653.027,0.209,0.095
4021.5,8.672,0.047,0.169,4.979,48.256,617.63,0.21,0.099
4021.6,8.672,0.043,0.171,5.013,45.458,576.378,0.212,0.104
4021.7,8.625,0.039,0.176,5.037,43.807,490.637,0.212,0.111
4021.8,8.672,0.037,0.175,5.026,46.097,379.082,0.211,0.124
4021.9,8.672,0.035,0.174,4.994,55.004,239.624,0.209,0.144
4022,8.672,0.03,0.173,4.999,54.926,178.876,0.205,0.154
4022.1,8.672,0.023,0.171,5.077,56.521,150.186,0.201,0.159
4022.2,8.625,0.016,0.174,5.213,59.658,126.003,0.198,0.165
4022.3,8.625,0.016,0.174,5.332,59.217,120.866,0.197,0.166
4022.4,8.641,0.024,0.171,5.343,50.513,109.707,0.198,0.171
4022.5,8.672,0.036,0.17,5.219,51.525,110.536,0.199,0.172
4022.6,8.672,0.048,0.171,5.009,54.117,203.734,0.199,0.142
4022.7,8.672,0.055,0.175,4.803,54.601,231.311,0.196,0.134
4022.8,8.672,0.055,0.179,4.668,56.171,194.211,0.193,0.139
4022.9,8.672,0.053,0.182,4.611,56.086,179.596,0.191,0.141
4023,8.672,0.05,0.182,4.609,55.832,157.595,0.193,0.149
4023.1,8.625,0.048,0.182,4.634,55.252,181.326,0.199,0.148
4023.2,8.672,0.048,0.178,4.671,55.919,181.204,0.207,0.155
4023.3,8.625,0.048,0.177,4.711,56.352,208.566,0.213,0.154
4023.4,8.672,0.048,0.176,4.74,55.332,245.239,0.217,0.15
4023.5,8.672,0.047,0.176,4.75,55.003,259.276,0.22,0.149
4023.6,8.672,0.047,0.177,4.744,54.84,196.816,0.224,0.166
4023.7,8.672,0.045,0.181,4.722,54.675,247.419,0.227,0.158
4023.8,8.672,0.042,0.185,4.683,53.56,409.054,0.231,0.137
4023.9,8.672,0.04,0.187,4.629,51.667,615.078,0.23,0.117
4024,8.672,0.038,0.186,4.583,52.482,785.585,0.23,0.105
4024.1,8.672,0.038,0.184,4.568,51.588,746.004,0.23,0.107
4024.2,8.672,0.039,0.184,4.586,50.509,641.323,0.23,0.115
4024.3,8.672,0.041,0.186,4.619,50.017,695.806,0.23,0.111
4024.4,8.672,0.041,0.189,4.647,49.33,758.385,0.227,0.104
4024.5,8.672,0.042,0.192,4.658,48.792,665.014,0.222,0.106
4024.6,8.672,0.042,0.196,4.655,48.658,435.226,0.219,0.124
4024.7,8.672,0.044,0.199,4.65,47.971,399.165,0.221,0.129
4024.8,8.672,0.047,0.199,4.656,47.173,414.424,0.226,0.133
4024.9,8.672,0.048,0.197,4.685,47.299,424.92,0.234,0.138
4025,8.672,0.046,0.194,4.738,47.678,472.572,0.24,0.138
4025.1,8.625,0.044,0.196,4.807,46.736,564.61,0.244,0.133
4025.2,8.625,0.042,0.195,4.875,47.174,631.676,0.246,0.13
4025.3,8.672,0.042,0.191,4.942,46.186,672.322,0.246,0.126
4025.4,8.656,0.041,0.192,5.014,47.422,754.83,0.246,0.122
4025.5,8.656,0.04,0.189,5.083,46.126,537.548,0.247,0.138
4025.6,8.672,0.038,0.192,5.137,47.554,613.605,0.247,0.132
4025.7,8.672,0.036,0.196,5.186,47.949,679.129,0.248,0.128
4025.8,8.672,0.036,0.2,5.246,50.372,617.62,0.251,0.135
4025.9,8.672,0.037,0.2,5.331,51.305,540.156,0.254,0.145
4026,8.672,0.038,0.199,5.423,53.497,437.416,0.256,0.156
4026.1,8.672,0.039,0.199,5.516,57.656,513.837,0.256,0.148
4026.2,8.672,0.04,0.201,5.611,60.763,649.36,0.254,0.136
4026.3,8.672,0.042,0.203,5.709,63.857,605.217,0.253,0.138
4026.4,8.672,0.044,0.204,5.79,63.98,479.862,0.253,0.149
4026.5,8.672,0.047,0.204,5.828,69.934,410.111,0.254,0.157
4026.6,8.672,0.049,0.206,5.834,66.642,512.622,0.255,0.148
4026.7,8.672,0.05,0.211,5.842,79.023,560.524,0.256,0.145
4026.8,8.672,0.049,0.215,5.884,89.49,530.033,0.257,0.148
4026.9,8.672,0.047,0.217,5.958,112.709,435.511,0.256,0.156
4027,8.641,0.044,0.22,6.035,139.61,421.233,0.253,0.156
4027.1,8.625,0.041,0.219,6.074,125.37,333.998,0.251,0.165
4027.2,8.625,0.039,0.216,6.055,197.265,352.449,0.252,0.163
4027.3,8.672,0.038,0.209,5.988,380.366,390.056,0.251,0.157
4027.4,8.672,0.039,0.206,5.91,223.55,296.914,0.247,0.167
4027.5,8.672,0.042,0.206,5.856,1072.764,284.225,0.245,0.168
4027.6,8.672,0.046,0.207,5.823,975.456,303.184,0.241,0.161
4027.7,8.625,0.049,0.212,5.805,160.077,312.171,0.24,0.158
4027.8,8.625,0.047,0.21,5.81,238.473,276.317,0.239,0.163
4027.9,8.656,0.042,0.213,5.87,651.606,285.919,0.237,0.16
4028,8.656,0.036,0.211,5.994,62290.77,280.977,0.234,0.158
4028.1,8.625,0.031,0.217,6.148,62115.309,222.224,0.23,0.166
4028.2,8.672,0.028,0.219,6.292,135.447,180.919,0.226,0.173
4028.3,8.672,0.026,0.223,6.407,42.351,165.127,0.225,0.176
4028.4,8.672,0.024,0.225,6.488,26.331,190.93,0.224,0.168
4028.5,8.672,0.027,0.225,6.534,27.074,145.266,0.222,0.18
4028.6,8.672,0.036,0.222,6.521,5.172,78.65,0.22,0.207
4028.7,8.672,0.049,0.217,6.426,1.889,68.126,0.219,0.213
4028.8,8.672,0.06,0.213,6.257,2.449,75.464,0.218,0.207
4028.9,8.672,0.062,0.211,6.061,2.323,63.341,0.217,0.215
4029,8.672,0.056,0.211,5.894,1.566,60.507,0.216,0.216
4029.1,8.672,0.045,0.213,5.796,2.894,50.511,0.214,0.223
4029.2,8.672,0.032,0.215,5.776,2.996,36.324,0.21,0.236
4029.3,8.672,0.019,0.218,5.825,2.26,20.563,0.206,0.259
4029.4,8.672,0.009,0.221,5.895,1.567,17.288,0.2,0.262
4029.5,8.672,0.004,0.224,5.925,177.848,8.217,0.195,0.294
4029.6,8.672,0.005,0.226,5.87,62202.859,8.5,0.192,0.29
4029.7,8.672,0.009,0.226,5.746,31061.813,6.639,0.19,0.3
4029.8,8.672,0.014,0.221,5.59,6.013,6.993,0.191,0.298
4029.9,8.672,0.021,0.215,5.433,28.109,5.422,0.188,0.308
4030,8.672,0.031,0.209,5.28,3169.507,4.165,0.151,0.288
4030.1,8.672,0.042,0.206,5.143,94.415,4.095,0.141,0.28
4030.2,8.672,0.049,0.206,5.039,25.974,3.419,0.126,0.275
4030.3,8.672,0.051,0.21,4.969,26.103,2.569,0.11,0.275
4030.4,8.625,0.051,0.212,4.916,46.715,1.546,0.098,0.288
4030.5,8.625,0.051,0.213,4.868,39.849,1.175,0.092,0.296
4030.6,8.625,0.051,0.213,4.821,39.286,1.138,0.09,0.296
4030.7,8.625,0.053,0.212,4.773,54.884,1.048,0.088,0.298
4030.8,8.625,0.054,0.206,4.712,70.219,1.003,0.086,0.299
4030.9,8.672,0.055,0.205,4.639,79.637,1.092,0.089,0.297
4031,8.672,0.055,0.205,4.568,87.059,1.101,0.101,0.307
4031.1,8.672,0.054,0.207,4.523,113.313,1.289,0.119,0.316
4031.2,8.625,0.052,0.213,4.512,353.888,2.343,0.138,0.304
4031.3,8.672,0.05,0.213,4.521,571.415,3.408,0.152,0.299
4031.4,8.672,0.048,0.214,4.529,558.161,9.34,0.194,0.287
4031.5,8.672,0.048,0.213,4.528,168.569,8.203,0.191,0.295
4031.6,8.672,0.048,0.21,4.521,169.201,5.642,0.197,0.283
4031.7,8.672,0.049,0.207,4.516,463.848,6.799,0.194,0.272
4031.8,8.672,0.048,0.207,4.512,336.411,6.12,0.191,0.277
4031.9,8.672,0.046,0.21,4.507,80.284,10.42,0.197,0.284
4032,8.672,0.042,0.212,4.505,60.603,15.265,0.199,0.268
4032.1,8.672,0.04,0.212,4.514,56.504,16.745,0.203,0.266
4032.2,8.625,0.038,0.212,4.538,54.656,17.003,0.208,0.271
4032.3,8.625,0.035,0.211,4.585,47.012,12.291,0.216,0.293
4032.4,8.625,0.03,0.212,4.659,56.783,22.924,0.224,0.271
4032.5,8.625,0.024,0.214,4.752,60.956,34.447,0.23,0.256
4032.6,8.625,0.023,0.215,4.815,79.118,38.054,0.233,0.253
4032.7,8.625,0.031,0.214,4.8,266.158,42.068,0.237,0.252
4032.8,8.625,0.046,0.211,4.706,459.073,40.036,0.239,0.256
4032.9,8.625,0.059,0.208,4.585,112.859,38.031,0.239,0.259
4033,8.649,0.065,0.204,4.487,89.379,40.044,0.24,0.257
4033.1,8.672,0.063,0.203,4.426,73.414,42.011,0.242,0.257
4033.2,8.672,0.058,0.203,4.395,61.384,37.53,0.245,0.265
4033.3,8.672,0.055,0.203,4.392,56.607,44.903,0.25,0.261
4033.4,8.672,0.053,0.203,4.42,59.577,68.336,0.252,0.242
4033.5,8.672,0.051,0.202,4.462,64.083,68.868,0.254,0.243
4033.6,8.672,0.05,0.202,4.498,143.862,83.122,0.254,0.235
4033.7,8.672,0.048,0.203,4.515,124.782,79.451,0.254,0.237
4033.8,8.672,0.046,0.204,4.504,112.859,79.196,0.254,0.237
4033.9,8.672,0.044,0.205,4.469,89.217,77.906,0.254,0.238
4034,8.672,0.042,0.204,4.421,83.754,94.312,0.257,0.231
4034.1,8.672,0.041,0.204,4.383,67.101,105.714,0.259,0.228
4034.2,8.672,0.041,0.204,4.371,58.818,88.945,0.259,0.236
4034.3,8.656,0.042,0.206,4.38,57.46,118.305,0.258,0.221
4034.4,8.625,0.043,0.205,4.397,53.946,137.936,0.256,0.212
4034.5,8.625,0.044,0.203,4.404,50.223,150.718,0.255,0.207
4034.6,8.672,0.045,0.199,4.407,48.195,144.43,0.255,0.209
4034.7,8.672,0.045,0.198,4.41,43.691,114.62,0.252,0.218
4034.8,8.672,0.045,0.198,4.408,43.967,137.473,0.247,0.204
4034.9,8.672,0.045,0.198,4.392,43.572,140.93,0.239,0.196
4035,8.672,0.044,0.2,4.364,40.711,111.27,0.235,0.204
4035.1,8.672,0.043,0.203,4.34,37.741,93.071,0.236,0.213
4035.2,8.672,0.043,0.206,4.339,36.337,107.739,0.241,0.211
4035.3,8.656,0.042,0.21,4.348,34.964,143.219,0.248,0.203
4035.4,8.656,0.04,0.205,4.331,34.999,224.12,0.252,0.185
4035.5,8.672,0.038,0.203,4.281,33.745,216.621,0.255,0.189
4035.6,8.625,0.036,0.204,4.237,33.959,215.384,0.256,0.191
4035.7,8.672,0.035,0.199,4.227,33.352,229.32,0.257,0.189
4035.8,8.672,0.035,0.197,4.244,33.142,252.934,0.259,0.185
4035.9,8.672,0.036,0.196,4.255,32.9,264.395,0.261,0.185
4036,8.672,0.037,0.196,4.246,32.934,256.501,0.263,0.188
4036.1,8.672,0.039,0.199,4.23,32.662,280.735,0.264,0.185
4036.2,8.672,0.041,0.203,4.226,33.037,228.618,0.264,0.195
4036.3,8.672,0.041,0.206,4.232,32.39,301.19,0.265,0.182
4036.4,8.672,0.042,0.206,4.238,32.224,401.472,0.266,0.169
4036.5,8.672,0.041,0.206,4.232,32.425,410.038,0.265,0.167
4036.6,8.672,0.04,0.205,4.222,32.713,436.827,0.264,0.164
4036.7,8.672,0.041,0.204,4.226,32.765,477.261,0.263,0.158
4036.8,8.672,0.041,0.205,4.255,33.388,397.512,0.264,0.168
4036.9,8.672,0.042,0.207,4.29,33.248,266.788,0.264,0.187
4037,8.672,0.043,0.208,4.313,33.317,337.332,0.265,0.177
4037.1,8.672,0.043,0.209,4.323,33.143,293.803,0.266,0.184
4037.2,8.672,0.043,0.208,4.328,33.108,253.745,0.268,0.193
4037.3,8.672,0.043,0.209,4.336,33.281,241.433,0.269,0.197
4037.4,8.672,0.042,0.211,4.339,32.833,293.862,0.27,0.188
4037.5,8.672,0.041,0.214,4.321,33.143,367.165,0.269,0.176
4037.6,8.672,0.04,0.215,4.283,33.039,382.21,0.268,0.174
4037.7,8.672,0.04,0.214,4.239,33.247,287.644,0.269,0.189
4037.8,8.672,0.041,0.209,4.224,32.831,346.022,0.268,0.178
4037.9,8.672,0.042,0.204,4.242,32.593,328.416,0.267,0.18
4038,8.625,0.043,0.204,4.275,32.661,322.535,0.266,0.18
4038.1,8.672,0.043,0.2,4.302,32.628,324.853,0.265,0.179
4038.2,8.648,0.043,0.203,4.326,32.729,305.345,0.266,0.182
4038.3,8.625,0.044,0.203,4.348,32.798,308.187,0.267,0.183
4038.4,8.625,0.044,0.204,4.354,32.97,267.09,0.267,0.19
4038.5,8.625,0.044,0.205,4.326,33.074,408.332,0.268,0.17
4038.6,8.625,0.042,0.205,4.269,33.179,548.196,0.268,0.156
4038.7,8.648,0.04,0.201,4.209,33.566,557.836,0.268,0.155
4038.8,8.641,0.039,0.204,4.167,33.709,477.477,0.268,0.163
4038.9,8.625,0.039,0.205,4.147,33.999,379.755,0.269,0.175
4039,8.625,0.04,0.205,4.144,34.701,359.634,0.271,0.179
4039.1,8.672,0.04,0.202,4.155,35.215,387.054,0.272,0.176
4039.2,8.648,0.04,0.203,4.184,35.978,389.827,0.272,0.176
4039.3,8.625,0.039,0.202,4.215,36.06,432.06,0.272,0.171
4039.4,8.625,0.038,0.2,4.23,36.672,511.086,0.272,0.163
4039.5,8.625,0.037,0.198,4.224,37.988,451.55,0.274,0.171
4039.6,8.656,0.037,0.196,4.207,39.505,458.698,0.276,0.172
4039.7,8.625,0.038,0.196,4.195,40.335,485.887,0.277,0.17
4039.8,8.625,0.038,0.198,4.195,42.503,597.82,0.276,0.159
4039.9,8.625,0.039,0.202,4.212,43.198,551.203,0.275,0.162
4040,8.625,0.038,0.206,4.241,43.591,410.964,0.273,0.175
4040.1,8.625,0.038,0.211,4.262,47.497,417.082,0.273,0.174
4040.2,8.625,0.037,0.214,4.253,50.193,428.161,0.271,0.171
4040.3,8.672,0.036,0.211,4.212,52.574,353.17,0.272,0.181
4040.4,8.672,0.035,0.21,4.171,57.483,392.826,0.272,0.176
4040.5,8.672,0.036,0.208,4.165,62.224,473.845,0.272,0.167
4040.6,8.672,0.037,0.206,4.201,71.136,459.628,0.273,0.169
4040.7,8.672,0.038,0.204,4.263,87.388,551.611,0.273,0.161
4040.8,8.672,0.04,0.202,4.338,99.617,543.34,0.273,0.161
4040.9,8.672,0.043,0.2,4.423,108.767,450.224,0.275,0.171
4041,8.672,0.046,0.198,4.509,139.478,590.6,0.275,0.159
4041.1,8.672,0.048,0.198,4.575,231.103,658.509,0.275,0.153
4041.2,8.672,0.048,0.199,4.591,262.411,599.745,0.273,0.156
4041.3,8.672,0.048,0.2,4.555,1335.722,646.064,0.274,0.153
4041.4,8.672,0.049,0.202,4.502,62290.77,842.662,0.274,0.14
4041.5,8.672,0.051,0.203,4.468,62290.77,695.486,0.273,0.149
4041.6,8.656,0.051,0.207,4.469,62290.77,636.497,0.273,0.153
4041.7,8.625,0.05,0.208,4.507,62290.77,566.62,0.272,0.158
4041.8,8.625,0.049,0.208,4.583,62290.77,494.807,0.272,0.165
4041.9,8.672,0.048,0.203,4.693,62290.77,445,0.273,0.17
4042,8.672,0.046,0.202,4.831,62290.77,415.992,0.274,0.175
4042.1,8.672,0.043,0.203,4.98,62290.77,452.508,0.276,0.173
4042.2,8.693,0.039,0.203,5.112,62290.77,470.223,0.278,0.173
4042.3,8.703,0.033,0.207,5.211,62290.77,528.315,0.28,0.169
4042.4,8.672,0.027,0.213,5.274,62290.77,561.66,0.28,0.165
4042.5,8.672,0.022,0.217,5.325,62290.77,666.282,0.279,0.156
4042.6,8.672,0.017,0.219,5.415,62290.77,569.571,0.277,0.163
4042.7,8.672,0.013,0.22,5.582,62125.641,488.386,0.275,0.167
4042.8,8.672,0.012,0.221,5.821,3786.547,443.024,0.274,0.171
4042.9,8.672,0.012,0.226,6.076,165.781,408.366,0.271,0.173
4043,8.672,0.013,0.234,6.294,38.133,373.485,0.269,0.176
4043.1,8.672,0.014,0.244,6.47,28.883,326.803,0.267,0.18
4043.2,8.672,0.02,0.253,6.619,10.874,297.39,0.266,0.184
4043.3,8.672,0.031,0.259,6.715,5.953,290.717,0.265,0.184
4043.4,8.672,0.045,0.259,6.705,4.049,404.925,0.264,0.167
4043.5,8.672,0.061,0.254,6.534,2.965,246.771,0.26,0.188
4043.6,8.672,0.074,0.245,6.23,3.749,181.23,0.256,0.199
4043.7,8.672,0.079,0.235,5.892,5.632,131.893,0.251,0.21
4043.8,8.672,0.077,0.229,5.623,5.113,110.84,0.246,0.213
4043.9,8.672,0.071,0.227,5.444,4.837,53.265,0.238,0.242
4044,8.672,0.065,0.228,5.311,4.481,33.186,0.228,0.256
4044.1,8.672,0.063,0.228,5.155,3.763,21.2,0.218,0.268
4044.2,8.672,0.063,0.224,4.986,6.438,13.863,0.208,0.281
4044.3,8.625,0.063,0.222,4.869,8.287,6.901,0.202,0.308
4044.4,8.625,0.059,0.218,4.838,12.043,5.971,0.201,0.315
4044.5,8.625,0.054,0.215,4.864,18.656,4.975,0.203,0.325
4044.6,8.672,0.051,0.214,4.868,27.295,3.79,0.204,0.339
4044.7,8.672,0.05,0.21,4.816,29.921,3.707,0.201,0.338
4044.8,8.672,0.05,0.204,4.728,25.805,1.359,0.159,0.349
4044.9,8.672,0.05,0.201,4.643,23.44,0.668,0.141,0.367
4045,8.625,0.048,0.205,4.581,24.314,0.249,0.118,0.394
4045.1,8.625,0.047,0.209,4.547,24.457,0.099,0.094,0.417
4045.2,8.656,0.047,0.21,4.552,21.919,0.051,0.072,0.43
4045.3,8.672,0.047,0.211,4.61,21.257,0.053,0.054,0.412
4045.4,8.672,0.048,0.21,4.698,19.26,0.06,0.045,0.398
4045.5,8.625,0.048,0.212,4.77,18.187,0.085,0.046,0.382
4045.6,8.625,0.048,0.211,4.793,17.745,0.163,0.054,0.358
4045.7,8.625,0.047,0.211,4.786,16.4,0.325,0.069,0.337
4045.8,8.625,0.045,0.212,4.783,15.965,0.324,0.087,0.354
4045.9,8.625,0.042,0.212,4.796,15.88,0.291,0.107,0.377
4046,8.625,0.039,0.212,4.801,15.215,0.375,0.126,0.382
4046.1,8.625,0.037,0.211,4.777,15.421,0.579,0.143,0.376
4046.2,8.656,0.035,0.205,4.727,15.755,0.868,0.157,0.369
4046.3,8.672,0.034,0.204,4.676,15.498,2.973,0.201,0.348
4046.4,8.672,0.034,0.203,4.642,16.072,3.302,0.207,0.348
4046.5,8.672,0.035,0.204,4.632,15.405,4.652,0.213,0.337
4046.6,8.672,0.037,0.205,4.639,15.493,5.996,0.218,0.33
4046.7,8.672,0.04,0.204,4.645,14.38,7.973,0.223,0.32
4046.8,8.625,0.042,0.204,4.632,13.61,9.667,0.224,0.312
4046.9,8.625,0.045,0.199,4.6,13.609,10.228,0.223,0.308
4047,8.625,0.048,0.196,4.568,13.419,12.474,0.223,0.299
4047.1,8.625,0.051,0.196,4.549,13.123,17.402,0.227,0.286
4047.2,8.625,0.052,0.198,4.532,13.14,22.48,0.23,0.276
4047.3,8.672,0.051,0.199,4.503,13.519,25.961,0.231,0.27
4047.4,8.672,0.048,0.201,4.464,13.737,17.79,0.231,0.289
4047.5,8.672,0.045,0.199,4.437,14.021,19.893,0.23,0.282
4047.6,8.672,0.045,0.197,4.439,14.153,26.198,0.23,0.269
4047.7,8.672,0.047,0.194,4.461,14.443,26.871,0.229,0.267
4047.8,8.625,0.052,0.195,4.486,15.106,23.7,0.229,0.273
4047.9,8.625,0.055,0.193,4.503,15.177,16.748,0.23,0.291
4048,8.656,0.056,0.193,4.506,15.905,18.962,0.232,0.286
4048.1,8.625,0.055,0.193,4.49,16.334,21.742,0.234,0.282
4048.2,8.625,0.052,0.193,4.454,16.896,22.928,0.235,0.28
4048.3,8.625,0.049,0.194,4.413,17.086,30.289,0.234,0.266
4048.4,8.625,0.046,0.195,4.391,17.573,27.966,0.234,0.269
4048.5,8.625,0.045,0.195,4.392,17.663,38.598,0.233,0.254
4048.6,8.625,0.046,0.194,4.417,18.46,39.088,0.233,0.253
4048.7,8.625,0.047,0.193,4.455,18.729,40.297,0.233,0.251
4048.8,8.625,0.049,0.191,4.504,19.239,42.173,0.232,0.248
4048.9,8.625,0.049,0.19,4.56,20.806,42.835,0.233,0.248
4049,8.625,0.048,0.188,4.614,21.433,34.886,0.231,0.257
4049.1,8.625,0.045,0.186,4.655,21.415,31.608,0.23,0.26
4049.2,8.656,0.044,0.181,4.683,21.365,35.651,0.229,0.253
4049.3,8.672,0.043,0.179,4.712,21.607,25.503,0.23,0.27
4049.4,8.672,0.044,0.176,4.756,22.173,29.875,0.231,0.264
4049.5,8.672,0.046,0.174,4.812,22.767,38.555,0.234,0.254
4049.6,8.672,0.049,0.172,4.863,23.558,45.461,0.235,0.247
4049.7,8.672,0.051,0.171,4.876,23.984,52.745,0.236,0.24
4049.8,8.672,0.05,0.171,4.852,24.849,45.312,0.234,0.246
4049.9,8.672,0.048,0.172,4.814,25.223,39.014,0.234,0.253
4050,8.672,0.043,0.172,4.792,25.857,35.63,0.232,0.256
4050.1,8.648,0.038,0.173,4.793,27.698,43.497,0.232,0.246
4050.2,8.625,0.033,0.173,4.807,27.856,38.726,0.233,0.253
4050.3,8.625,0.032,0.175,4.829,28.581,33.449,0.235,0.261
4050.4,8.625,0.034,0.18,4.854,30.63,42.807,0.237,0.252
4050.5,8.641,0.038,0.181,4.879,41.895,45.977,0.24,0.251
4050.6,8.672,0.044,0.183,4.898,38.283,46.229,0.241,0.252
4050.7,8.672,0.051,0.184,4.905,35.301,41.433,0.241,0.257
4050.8,8.672,0.055,0.185,4.904,45.983,35.777,0.24,0.263
4050.9,8.625,0.056,0.19,4.906,73.85,40.093,0.237,0.255
4051,8.625,0.053,0.192,4.929,71.858,45.13,0.235,0.247
4051.1,8.625,0.046,0.194,4.987,73.881,44.025,0.232,0.246
4051.2,8.625,0.038,0.197,5.08,82.977,46.098,0.229,0.241
4051.3,8.672,0.032,0.198,5.189,91.257,42.181,0.225,0.242
4051.4,8.672,0.03,0.201,5.286,78.447,49.835,0.223,0.232
4051.5,8.672,0.032,0.201,5.351,68.734,35.69,0.22,0.245
4051.6,8.672,0.037,0.2,5.366,74.808,32.571,0.215,0.245
4051.7,8.672,0.042,0.197,5.313,119.123,39.155,0.209,0.231
4051.8,8.672,0.046,0.195,5.201,362.501,32.88,0.203,0.234
4051.9,8.672,0.047,0.195,5.064,1332.636,30.774,0.199,0.234
4052,8.672,0.047,0.194,4.944,2562.326,29.578,0.199,0.235
4052.1,8.641,0.049,0.197,4.84,62290.77,36.847,0.2,0.226
4052.2,8.625,0.052,0.196,4.739,62290.77,32.919,0.202,0.233
4052.3,8.625,0.056,0.196,4.646,62290.77,33.496,0.204,0.234
4052.4,8.625,0.06,0.191,4.584,62290.77,39.475,0.205,0.227
4052.5,8.656,0.061,0.191,4.554,62290.77,46.92,0.206,0.22
4052.6,8.625,0.059,0.188,4.532,62290.77,37.144,0.206,0.231
4052.7,8.625,0.054,0.185,4.507,62290.77,28.817,0.206,0.243
4052.8,8.625,0.049,0.181,4.492,62290.77,29.35,0.207,0.243
4052.9,8.625,0.046,0.18,4.512,62290.77,30.39,0.206,0.241
4053,8.625,0.045,0.181,4.57,62290.77,26.191,0.207,0.249
4053.1,8.656,0.044,0.183,4.642,62290.77,19.496,0.205,0.261
4053.2,8.672,0.044,0.187,4.68,62290.77,21.511,0.201,0.253
4053.3,8.672,0.042,0.188,4.675,62290.77,21.08,0.196,0.25
