DEPTH,CALI,DRHO,NPHI,PEF,RT,KLOGH,PHIF,VSH
4372.9,8.672,0.049,0.294,7.526,1.585,0.001,0.087,0.693
4373,8.672,0.053,0.292,7.65,1.704,0.001,0.074,0.686
4373.1,8.703,0.06,0.289,7.79,1.654,0.001,0.06,0.675
4373.2,8.703,0.066,0.29,7.949,1.601,0.001,0.05,0.63
4373.3,8.703,0.068,0.293,8.113,1.58,0.001,0.045,0.596
4373.4,8.703,0.068,0.298,8.219,1.506,0.001,0.044,0.579
4373.5,8.672,0.072,0.301,8.19,1.426,0.002,0.045,0.553
4373.6,8.703,0.078,0.287,8.017,1.371,0.003,0.05,0.543
4373.7,8.703,0.082,0.29,7.759,1.368,0.005,0.058,0.525
4373.8,8.727,0.083,0.281,7.513,1.379,0.006,0.069,0.531
4373.9,8.703,0.081,0.272,7.366,1.369,0.005,0.079,0.549
4374,8.688,0.078,0.269,7.356,1.344,0.005,0.089,0.558
4374.1,8.688,0.075,0.265,7.444,1.311,0.007,0.097,0.549
4374.2,8.745,0.074,0.261,7.53,1.267,0.009,0.103,0.543
4374.3,8.781,0.073,0.261,7.511,1.228,0.009,0.106,0.544
4374.4,8.781,0.072,0.26,7.373,1.189,0.009,0.109,0.545
4374.5,8.75,0.07,0.259,7.173,1.126,0.007,0.112,0.56
4374.6,8.76,0.068,0.253,6.988,1.065,0.009,0.116,0.55
4374.7,8.75,0.067,0.247,6.862,1.048,0.015,0.12,0.533
4374.8,8.75,0.066,0.241,6.799,1.023,0.018,0.121,0.525
4374.9,8.719,0.067,0.24,6.788,0.983,0.021,0.121,0.516
4375,8.703,0.067,0.239,6.82,0.96,0.016,0.121,0.53
4375.1,8.703,0.067,0.237,6.888,0.946,0.018,0.12,0.523
4375.2,8.703,0.065,0.237,6.976,0.934,0.019,0.12,0.52
4375.3,8.75,0.061,0.233,7.045,0.926,0.017,0.121,0.526
4375.4,8.75,0.056,0.235,7.077,0.932,0.019,0.121,0.522
4375.5,8.75,0.052,0.238,7.076,0.935,0.012,0.121,0.542
4375.6,8.715,0.052,0.242,7.058,0.94,0.009,0.119,0.554
4375.7,8.703,0.054,0.241,7.036,0.954,0.006,0.115,0.572
4375.8,8.703,0.058,0.241,7.016,0.971,0.007,0.111,0.558
4375.9,8.703,0.062,0.241,6.98,0.983,0.007,0.109,0.557
4376,8.703,0.065,0.241,6.901,1.006,0.005,0.109,0.575
4376.1,8.703,0.065,0.241,6.773,1.028,0.006,0.114,0.573
4376.2,8.727,0.064,0.24,6.64,1.043,0.007,0.12,0.57
4376.3,8.703,0.063,0.239,6.541,1.044,0.011,0.126,0.553
4376.4,8.703,0.063,0.239,6.487,1.042,0.012,0.13,0.553
4376.5,8.688,0.065,0.238,6.475,1.061,0.012,0.132,0.554
4376.6,8.719,0.066,0.235,6.507,1.08,0.012,0.133,0.541
4376.7,8.75,0.068,0.227,6.58,1.173,0.012,0.134,0.513
4376.8,8.766,0.069,0.22,6.671,1.312,0.012,0.135,0.511
4376.9,8.781,0.07,0.215,6.746,1.429,0.012,0.135,0.492
4377,8.781,0.07,0.211,6.78,1.499,0.012,0.134,0.495
4377.1,8.771,0.067,0.209,6.783,1.649,0.012,0.131,0.486
4377.2,8.75,0.061,0.208,6.829,1.795,0.012,0.126,0.485
4377.3,8.703,0.049,0.207,7.021,2.034,0.012,0.116,0.461
4377.4,8.703,0.033,0.204,7.433,2.237,0.012,0.1,0.438
4377.5,8.727,0.015,0.2,7.993,2.449,0.012,0.078,0.402
4377.6,8.734,0.005,0.204,8.493,2.454,0.012,0.052,0.392
4377.7,8.703,0.011,0.205,8.724,2.644,0.012,0.023,0.348
4377.8,8.75,0.034,0.202,8.633,2.945,0.012,0.02,0.331
4377.9,8.703,0.066,0.204,8.311,3.188,0.012,0.02,0.337
4378,8.703,0.092,0.204,7.905,3.652,0.107,0.02,0.348
4378.1,8.672,0.103,0.208,7.543,3.664,0.07,0.02,0.368
4378.2,8.703,0.097,0.208,7.318,2.883,0.061,0.02,0.375
4378.3,8.703,0.081,0.208,7.258,2.497,0.138,0.047,0.359
4378.4,8.703,0.065,0.204,7.322,2.368,0.327,0.068,0.336
4378.5,8.703,0.054,0.201,7.443,1.813,0.48,0.075,0.324
4378.6,8.727,0.05,0.197,7.602,1.098,0.746,0.072,0.3
4378.7,8.75,0.05,0.198,7.801,1.486,0.932,0.064,0.283
4378.8,8.75,0.052,0.198,7.988,4.878,1.143,0.055,0.264
4378.9,8.703,0.056,0.198,8.063,2.708,0.772,0.044,0.274
4379,8.719,0.063,0.189,7.958,0.76,0.416,0.035,0.295
4379.1,8.75,0.072,0.184,7.71,0.611,0.236,0.031,0.32
4379.2,8.75,0.08,0.185,7.401,0.795,0.112,0.037,0.36
4379.3,8.719,0.084,0.191,7.107,2.364,0.077,0.05,0.39
4379.4,8.672,0.084,0.198,6.873,2.215,0.111,0.068,0.389
4379.5,8.703,0.081,0.201,6.713,1.427,0.08,0.085,0.419
4379.6,8.703,0.078,0.205,6.627,1.275,0.088,0.097,0.426
4379.7,8.703,0.077,0.209,6.588,1.231,0.105,0.105,0.424
4379.8,8.703,0.077,0.213,6.566,1.306,0.096,0.111,0.434
4379.9,8.75,0.075,0.212,6.534,1.255,0.095,0.117,0.44
4380,8.76,0.073,0.212,6.464,1.126,0.1,0.124,0.444
4380.1,8.75,0.07,0.212,6.363,1.142,0.086,0.13,0.456
4380.2,8.703,0.069,0.213,6.263,1.095,0.126,0.133,0.441
4380.3,8.703,0.07,0.212,6.222,0.99,0.249,0.134,0.408
4380.4,8.703,0.068,0.212,6.293,1.014,0.372,0.132,0.388
4380.5,8.75,0.061,0.212,6.52,1.057,0.573,0.128,0.363
4380.6,8.75,0.05,0.215,6.913,1.102,0.716,0.122,0.346
4380.7,8.75,0.037,0.218,7.442,1.224,1.007,0.111,0.32
4380.8,8.75,0.029,0.22,8.024,1.314,1.487,0.094,0.287
4380.9,8.703,0.028,0.224,8.536,1.341,1.258,0.073,0.276
4381,8.703,0.034,0.222,8.875,1.339,1.024,0.05,0.265
4381.1,8.75,0.046,0.215,9,1.327,0.873,0.028,0.254
4381.2,8.703,0.064,0.212,8.884,1.328,0.563,0.02,0.268
4381.3,8.703,0.087,0.207,8.521,1.292,0.294,0.02,0.299
4381.4,8.75,0.109,0.201,7.963,1.224,0.2,0.023,0.32
4381.5,8.766,0.121,0.196,7.351,1.116,0.194,0.045,0.341
4381.6,8.781,0.117,0.195,6.851,1.043,0.198,0.076,0.368
4381.7,8.781,0.102,0.194,6.541,0.988,0.269,0.108,0.382
4381.8,8.75,0.084,0.196,6.373,0.964,0.315,0.134,0.397
4381.9,8.734,0.07,0.197,6.268,0.935,0.302,0.15,0.413
4382,8.703,0.063,0.2,6.183,0.928,0.267,0.155,0.424
4382.1,8.703,0.061,0.199,6.123,0.954,0.175,0.155,0.444
4382.2,8.75,0.063,0.194,6.095,0.965,0.248,0.152,0.425
4382.3,8.75,0.067,0.193,6.102,0.891,0.362,0.15,0.404
4382.4,8.75,0.07,0.193,6.139,0.864,0.37,0.149,0.402
4382.5,8.75,0.071,0.193,6.189,0.863,0.379,0.149,0.402
4382.6,8.75,0.069,0.194,6.246,0.843,0.487,0.151,0.391
4382.7,8.75,0.065,0.195,6.347,0.811,0.991,0.152,0.358
4382.8,8.734,0.058,0.198,6.538,0.788,1.041,0.151,0.355
4382.9,8.703,0.05,0.206,6.811,0.787,1.072,0.146,0.349
4383,8.727,0.047,0.209,7.081,0.796,0.901,0.137,0.349
4383.1,8.75,0.05,0.214,7.221,0.837,0.693,0.125,0.351
4383.2,8.75,0.059,0.215,7.157,0.855,0.586,0.113,0.349
4383.3,8.719,0.07,0.216,6.945,0.859,0.512,0.107,0.35
4383.4,8.75,0.075,0.211,6.737,0.893,0.435,0.11,0.36
4383.5,8.75,0.072,0.21,6.668,0.845,0.401,0.119,0.373
4383.6,8.75,0.063,0.209,6.786,0.789,0.668,0.13,0.357
4383.7,8.75,0.053,0.208,7.062,0.806,1.018,0.134,0.341
4383.8,8.75,0.044,0.206,7.437,0.937,1.941,0.131,0.307
4383.9,8.703,0.039,0.206,7.829,1.072,1.826,0.12,0.3
4384,8.703,0.04,0.2,8.125,1.117,1.438,0.105,0.298
4384.1,8.703,0.046,0.193,8.231,1.114,1.155,0.086,0.292
4384.2,8.703,0.056,0.184,8.165,1.179,1.013,0.068,0.282
4384.3,8.703,0.064,0.176,8.008,1.338,0.908,0.056,0.276
4384.4,8.75,0.068,0.167,7.827,1.342,0.789,0.05,0.279
4384.5,8.75,0.071,0.163,7.636,1.354,0.731,0.052,0.284
4384.6,8.75,0.072,0.162,7.454,1.351,0.683,0.058,0.292
4384.7,8.75,0.076,0.163,7.308,1.281,0.689,0.064,0.297
4384.8,8.75,0.08,0.166,7.207,1.226,0.699,0.069,0.3
4384.9,8.727,0.084,0.175,7.134,1.027,0.65,0.073,0.308
4385,8.703,0.085,0.185,7.112,1.036,0.774,0.078,0.304
4385.1,8.75,0.08,0.197,7.217,1.132,0.939,0.085,0.301
4385.2,8.75,0.073,0.217,7.512,1.095,1.255,0.09,0.291
4385.3,8.75,0.065,0.238,7.946,1.056,1.555,0.09,0.281
4385.4,8.781,0.057,0.254,8.389,1.046,1.341,0.086,0.284
4385.5,8.771,0.049,0.266,8.761,0.901,1.22,0.075,0.28
4385.6,8.766,0.04,0.273,9.072,0.7,0.927,0.06,0.279
4385.7,8.734,0.034,0.278,9.363,0.819,0.795,0.039,0.268
4385.8,8.727,0.033,0.277,9.578,1.436,0.001,0.02,0.247
4385.9,8.75,0.039,0.28,9.599,1.524,0.001,0.02,0.246
4386,8.727,0.052,0.282,9.34,1.435,0.001,0.02,0.272
4386.1,8.703,0.067,0.287,8.892,1.427,0.001,0.02,0.309
4386.2,8.75,0.079,0.288,8.459,1.558,0.001,0.02,0.364
4386.3,8.75,0.082,0.293,8.2,1.75,0.001,0.02,0.404
4386.4,8.75,0.079,0.299,8.141,1.964,0.001,0.02,0.45
4386.5,8.727,0.073,0.309,8.214,2.396,0.001,0.02,0.484
4386.6,8.703,0.064,0.316,8.362,2.856,0.001,0.02,0.526
4386.7,8.703,0.054,0.325,8.569,2.815,0.001,0.02,0.557
4386.8,8.727,0.045,0.333,8.807,2.853,0.002,0.02,0.553
4386.9,8.75,0.041,0.347,9.037,2.79,0.002,0.02,0.545
4387,8.703,0.046,0.364,9.215,2.628,0.002,0.02,0.538
4387.1,8.703,0.056,0.379,9.307,2.698,0.002,0.02,0.536
4387.2,8.727,0.065,0.391,9.267,3.377,0.001,0.02,0.561
4387.3,8.703,0.065,0.397,9.151,1.983,0.001,0.02,0.565
4387.4,8.703,0.054,0.395,9.128,1.145,0.001,0.02,0.558
4387.5,8.703,0.035,0.387,9.36,1.045,0.002,0.02,0.529
4387.6,8.703,0.021,0.377,9.833,1.266,0.003,0.02,0.473
4387.7,8.703,0.016,0.366,10.39,1.583,0.003,0.02,0.41
4387.8,8.703,0.018,0.353,10.866,1.983,0.003,0.02,0.372
4387.9,8.703,0.018,0.338,11.208,1.851,0.003,0.02,0.326
4388,8.688,0.016,0.326,11.442,1.413,0.003,0.02,0.278
4388.1,8.703,0.019,0.317,11.537,1.014,0.003,0.02,0.26
4388.2,8.703,0.035,0.318,11.396,1.275,0.003,0.02,0.269
4388.3,8.703,0.062,0.328,10.987,1.965,0.003,0.02,0.311
4388.4,8.703,0.093,0.341,10.417,2.112,0.003,0.02,0.359
4388.5,8.688,0.114,0.353,9.893,1.85,0.003,0.02,0.392
4388.6,8.693,0.118,0.354,9.568,1.628,0.003,0.02,0.408
4388.7,8.703,0.105,0.353,9.485,1.362,0.003,0.02,0.443
4388.8,8.734,0.086,0.348,9.547,1.107,0.003,0.02,0.484
4388.9,8.75,0.073,0.347,9.605,0.904,0.003,0.02,0.487
4389,8.734,0.068,0.344,9.596,0.989,0.003,0.02,0.477
4389.1,8.703,0.066,0.338,9.567,1.22,0.003,0.02,0.451
4389.2,8.703,0.061,0.328,9.609,1.25,0.003,0.02,0.443
4389.3,8.75,0.054,0.316,9.718,1.209,0.003,0.02,0.438
4389.4,8.75,0.057,0.311,9.731,1.229,0.003,0.02,0.399
4389.5,8.75,0.06,0.306,9.743,1.147,0.003,0.02,0.36
4389.6,8.703,0.07,0.303,9.567,0.955,0.003,0.02,0.329
4389.7,8.727,0.077,0.299,9.358,0.924,0.003,0.02,0.315
4389.8,8.734,0.075,0.294,9.219,0.988,0.003,0.02,0.308
4389.9,8.75,0.063,0.293,9.199,1.164,0.003,0.02,0.32
4390,8.75,0.047,0.289,9.293,1.3,0.003,0.02,0.324
4390.1,8.727,0.03,0.287,9.469,1.369,0.003,0.02,0.331
4390.2,8.703,0.018,0.282,9.673,1.431,0.003,0.02,0.335
4390.3,8.703,0.016,0.28,9.814,1.509,0.003,0.02,0.326
4390.4,8.703,0.03,0.279,9.769,1.645,0.003,0.02,0.32
4390.5,8.703,0.056,0.28,9.455,1.645,0.003,0.02,0.34
4390.6,8.727,0.081,0.278,8.909,1.624,0.003,0.02,0.351
4390.7,8.75,0.094,0.278,8.276,1.478,0.003,0.02,0.392
4390.8,8.75,0.092,0.278,7.711,1.34,0.003,0.02,0.45
4390.9,8.719,0.082,0.281,7.319,1.174,0.003,0.04,0.509
4391,8.703,0.073,0.282,7.157,1.111,0.003,0.063,0.554
4391.1,8.703,0.065,0.286,7.237,1.068,0.003,0.072,0.573
4391.2,8.703,0.056,0.293,7.566,1.075,0.002,0.072,0.592
4391.3,8.727,0.045,0.299,8.063,1.052,0.002,0.067,0.592
4391.4,8.734,0.035,0.308,8.547,0.885,0.002,0.056,0.568
4391.5,8.727,0.031,0.318,8.834,0.583,0.004,0.04,0.52
4391.6,8.703,0.033,0.322,8.892,0.514,0.006,0.022,0.486
4391.7,8.703,0.039,0.326,8.82,0.912,0.008,0.02,0.474
4391.8,8.703,0.05,0.332,8.702,1.638,0.004,0.02,0.503
4391.9,8.703,0.061,0.338,8.544,1.459,0.003,0.02,0.521
4392,8.703,0.069,0.338,8.364,0.949,0.003,0.02,0.521
4392.1,8.703,0.068,0.33,8.236,0.859,0.001,0.02,0.557
4392.2,8.703,0.057,0.313,8.275,0.97,0.001,0.02,0.598
4392.3,8.703,0.039,0.291,8.507,1.209,0.001,0.02,0.611
4392.4,8.703,0.02,0.269,8.89,1.867,0.001,0.02,0.589
4392.5,8.703,0.004,0.25,9.355,2.422,0.002,0.02,0.547
4392.6,8.727,-0.002,0.232,9.796,0.894,0.007,0.02,0.482
4392.7,8.771,0,0.217,10.108,0.241,0.044,0.02,0.391
4392.8,8.75,0.011,0.205,10.282,0.186,0.214,0.02,0.314
4392.9,8.75,0.026,0.192,10.369,0.523,0.464,0.02,0.277
4393,8.75,0.041,0.178,10.42,0.709,4.286,0.02,0.17
4393.1,8.75,0.054,0.166,10.454,0.599,5.461,0.02,0.158
4393.2,8.76,0.064,0.155,10.386,0.678,5.666,0.02,0.156
4393.3,8.75,0.08,0.151,9.999,0.487,6.742,0.02,0.148
4393.4,8.75,0.103,0.15,9.197,0.388,8.629,0.02,0.136
4393.5,8.719,0.126,0.154,8.096,0.778,9.837,0.02,0.13
4393.6,8.672,0.135,0.159,7.013,1.767,10.802,0.02,0.125
4393.7,8.672,0.126,0.162,6.214,3.088,24.096,0.059,0.122
4393.8,8.672,0.105,0.165,5.78,2.954,93.515,0.123,0.113
4393.9,8.672,0.083,0.167,5.612,2.567,262.259,0.169,0.104
4394,8.672,0.067,0.17,5.581,2.653,510.793,0.196,0.096
4394.1,8.648,0.06,0.176,5.584,2.763,717.984,0.209,0.091
4394.2,8.625,0.057,0.18,5.58,2.931,859.617,0.215,0.087
4394.3,8.648,0.055,0.18,5.56,3.182,813.46,0.218,0.093
4394.4,8.641,0.053,0.184,5.527,3.322,862.409,0.221,0.092
4394.5,8.625,0.051,0.185,5.488,3.366,902.715,0.222,0.092
4394.6,8.625,0.049,0.185,5.456,3.327,854.807,0.223,0.095
4394.7,8.625,0.047,0.183,5.443,3.204,918.108,0.223,0.091
4394.8,8.648,0.046,0.178,5.45,2.954,794.112,0.221,0.096
4394.9,8.682,0.046,0.176,5.47,2.835,716.528,0.216,0.097
4395,8.672,0.046,0.174,5.495,2.73,553.383,0.21,0.104
4395.1,8.656,0.047,0.171,5.522,2.681,513,0.203,0.102
4395.2,8.625,0.048,0.172,5.546,2.626,468.216,0.196,0.1
4395.3,8.625,0.048,0.169,5.559,2.524,437.742,0.19,0.098
4395.4,8.625,0.047,0.167,5.563,2.455,423.914,0.185,0.095
4395.5,8.625,0.046,0.164,5.575,2.459,348.185,0.18,0.1
4395.6,8.656,0.047,0.156,5.616,2.453,307.016,0.174,0.1
4395.7,8.672,0.049,0.152,5.683,2.375,287.424,0.168,0.098
4395.8,8.682,0.052,0.15,5.756,2.253,251.006,0.163,0.1
4395.9,8.672,0.054,0.149,5.811,2.144,228.97,0.159,0.101
4396,8.672,0.057,0.15,5.842,2.057,231.949,0.156,0.098
4396.1,8.672,0.06,0.151,5.855,2.014,208.194,0.153,0.1
4396.2,8.672,0.062,0.151,5.865,2.01,183.846,0.15,0.104
4396.3,8.672,0.062,0.149,5.895,2.016,220.286,0.149,0.094
4396.4,8.687,0.058,0.146,5.966,2.081,265.191,0.149,0.086
4396.5,8.672,0.052,0.143,6.062,2.156,303.124,0.15,0.079
4396.6,8.672,0.05,0.141,6.132,2.159,280.519,0.146,0.08
4396.7,8.672,0.056,0.14,6.126,2.138,234.488,0.138,0.081
4396.8,8.672,0.064,0.14,6.05,2.149,210.243,0.131,0.081
4396.9,8.672,0.067,0.141,5.955,2.18,203.915,0.131,0.082
4397,8.672,0.065,0.143,5.885,2.156,244.156,0.137,0.079
4397.1,8.672,0.062,0.147,5.844,2.131,319.797,0.145,0.073
4397.2,8.672,0.063,0.153,5.804,2.108,327.732,0.152,0.078
4397.3,8.672,0.067,0.16,5.752,2.07,342.692,0.159,0.082
4397.4,8.672,0.069,0.166,5.704,2.037,390.272,0.168,0.083
4397.5,8.672,0.068,0.169,5.684,2.038,486.321,0.179,0.083
4397.6,8.672,0.065,0.169,5.7,2.049,624.951,0.19,0.08
4397.7,8.672,0.061,0.169,5.729,2.061,756.826,0.199,0.079
4397.8,8.672,0.057,0.169,5.738,2.065,931.288,0.204,0.074
4397.9,8.672,0.054,0.168,5.718,2.081,1016.169,0.207,0.072
4398,8.672,0.05,0.165,5.694,2.09,889.531,0.208,0.079
4398.1,8.672,0.046,0.161,5.696,2.116,798.067,0.207,0.083
4398.2,8.625,0.044,0.161,5.734,2.13,843.843,0.202,0.077
4398.3,8.625,0.045,0.159,5.797,2.074,765.207,0.194,0.074
4398.4,8.672,0.047,0.155,5.871,2.023,672.055,0.184,0.072
4398.5,8.672,0.049,0.153,5.931,1.994,563.451,0.174,0.071
4398.6,8.672,0.051,0.15,5.965,1.972,438.099,0.166,0.076
4398.7,8.672,0.052,0.146,5.964,1.919,355.551,0.159,0.08
4398.8,8.688,0.055,0.14,5.936,1.806,254.387,0.151,0.09
4398.9,8.703,0.057,0.136,5.892,1.633,211.352,0.145,0.093
4399,8.703,0.06,0.135,5.847,1.438,209.262,0.141,0.09
4399.1,8.703,0.06,0.135,5.809,1.274,201.176,0.14,0.09
4399.2,8.672,0.06,0.139,5.782,1.218,207.611,0.139,0.088
4399.3,8.672,0.06,0.141,5.765,1.259,191.756,0.138,0.091
4399.4,8.672,0.061,0.144,5.767,1.279,182.982,0.136,0.092
4399.5,8.672,0.061,0.147,5.781,1.167,184.434,0.133,0.089
4399.6,8.672,0.062,0.149,5.808,1.026,169.624,0.131,0.091
4399.7,8.672,0.063,0.149,5.843,0.916,140.087,0.13,0.099
4399.8,8.672,0.064,0.148,5.866,0.818,135.899,0.129,0.1
4399.9,8.672,0.064,0.146,5.868,0.783,131.442,0.129,0.101
4400,8.687,0.063,0.142,5.852,0.747,129.358,0.128,0.102
4400.1,8.672,0.061,0.141,5.837,0.743,137.423,0.128,0.098
4400.2,8.672,0.06,0.139,5.838,0.771,136.147,0.127,0.098
4400.3,8.703,0.058,0.134,5.86,0.798,136.714,0.125,0.096
4400.4,8.682,0.057,0.133,5.9,0.841,121.756,0.122,0.099
4400.5,8.672,0.057,0.131,5.944,0.904,109.456,0.117,0.099
4400.6,8.693,0.059,0.129,5.973,0.996,101.908,0.111,0.098
4400.7,8.672,0.064,0.133,5.97,1.055,78.849,0.108,0.107
4400.8,8.672,0.068,0.136,5.935,1.014,76.856,0.108,0.108
4400.9,8.672,0.071,0.139,5.894,0.935,96.445,0.111,0.1
4401,8.672,0.071,0.142,5.861,0.891,105.325,0.115,0.1
4401.1,8.672,0.068,0.144,5.832,0.84,110.015,0.12,0.102
4401.2,8.672,0.065,0.147,5.798,0.793,118.993,0.123,0.101
4401.3,8.672,0.062,0.152,5.765,0.756,115.238,0.125,0.104
4401.4,8.672,0.06,0.157,5.741,0.723,103.519,0.126,0.11
4401.5,8.648,0.06,0.161,5.734,0.701,90.313,0.126,0.117
4401.6,8.672,0.06,0.162,5.733,0.683,96.34,0.127,0.115
4401.7,8.672,0.06,0.163,5.727,0.671,102.311,0.13,0.114
4401.8,8.672,0.059,0.162,5.721,0.669,109.684,0.134,0.114
4401.9,8.672,0.059,0.161,5.729,0.659,109.279,0.137,0.118
4402,8.688,0.058,0.159,5.758,0.65,125.686,0.139,0.112
4402.1,8.703,0.058,0.158,5.792,0.642,117.518,0.139,0.115
4402.2,8.703,0.059,0.158,5.809,0.635,121.576,0.136,0.112
4402.3,8.672,0.06,0.158,5.813,0.639,109.303,0.133,0.114
4402.4,8.672,0.062,0.156,5.833,0.658,96.519,0.13,0.117
4402.5,8.672,0.062,0.152,5.887,0.71,83.566,0.128,0.122
4402.6,8.693,0.061,0.146,5.94,0.778,84.909,0.125,0.119
4402.7,8.703,0.06,0.143,5.949,0.848,78.343,0.121,0.12
4402.8,8.687,0.062,0.145,5.911,0.894,61.244,0.117,0.128
4402.9,8.682,0.064,0.145,5.864,0.905,56.734,0.115,0.129
4403,8.672,0.065,0.149,5.834,0.883,59.151,0.115,0.128
4403.1,8.703,0.065,0.149,5.819,0.824,59.936,0.118,0.13
4403.2,8.703,0.063,0.149,5.808,0.788,57.005,0.121,0.135
4403.3,8.703,0.062,0.147,5.794,0.762,57.76,0.124,0.136
4403.4,8.703,0.061,0.145,5.774,0.743,54.684,0.124,0.139
4403.5,8.672,0.06,0.145,5.751,0.729,57.96,0.123,0.136
4403.6,8.672,0.059,0.143,5.73,0.728,59.052,0.121,0.133
4403.7,8.672,0.059,0.141,5.725,0.744,62.859,0.119,0.128
4403.8,8.672,0.06,0.138,5.732,0.768,58.432,0.115,0.128
4403.9,8.672,0.061,0.135,5.726,0.79,62.464,0.113,0.123
4404,8.672,0.063,0.134,5.696,0.791,77.632,0.112,0.112
4404.1,8.693,0.064,0.132,5.657,0.793,88.477,0.113,0.107
4404.2,8.703,0.065,0.133,5.638,0.79,90.552,0.116,0.108
4404.3,8.703,0.065,0.133,5.654,0.785,89.792,0.119,0.111
4404.4,8.682,0.064,0.134,5.695,0.78,85.679,0.121,0.115
4404.5,8.672,0.062,0.132,5.739,0.773,90.343,0.121,0.112
4404.6,8.672,0.062,0.131,5.757,0.779,88.723,0.119,0.112
4404.7,8.672,0.066,0.131,5.731,0.775,92.19,0.118,0.108
4404.8,8.687,0.071,0.133,5.676,0.746,89.284,0.119,0.112
4404.9,8.672,0.073,0.138,5.617,0.723,98.895,0.126,0.112
4405,8.672,0.072,0.145,5.574,0.701,132.269,0.136,0.107
4405.1,8.672,0.068,0.151,5.551,0.627,170.989,0.146,0.104
4405.2,8.672,0.061,0.158,5.562,0.536,269.31,0.156,0.091
4405.3,8.672,0.053,0.163,5.632,0.479,372.87,0.162,0.081
4405.4,8.672,0.044,0.167,5.793,0.466,448.728,0.165,0.074
4405.5,8.672,0.036,0.171,6.04,0.463,442.774,0.161,0.072
4405.6,8.672,0.035,0.175,6.305,0.449,338.613,0.15,0.075
4405.7,8.672,0.041,0.175,6.485,0.406,238.419,0.134,0.077
4405.8,8.672,0.054,0.173,6.507,0.4,164.907,0.118,0.081
4405.9,8.672,0.068,0.17,6.385,0.399,136.426,0.108,0.081
4406,8.672,0.076,0.17,6.215,0.396,119.8,0.107,0.087
4406.1,8.672,0.076,0.171,6.096,0.399,127.58,0.115,0.09
4406.2,8.672,0.068,0.174,6.07,0.406,137.329,0.125,0.096
4406.3,8.672,0.057,0.176,6.13,0.419,171.942,0.133,0.092
4406.4,8.672,0.049,0.177,6.258,0.425,181.258,0.137,0.093
4406.5,8.672,0.047,0.178,6.399,0.429,175.933,0.136,0.094
4406.6,8.682,0.052,0.179,6.468,0.429,158.856,0.133,0.095
4406.7,8.648,0.062,0.184,6.394,0.436,173.737,0.131,0.09
4406.8,8.625,0.071,0.185,6.181,0.448,211.426,0.134,0.083
4406.9,8.625,0.076,0.187,5.902,0.456,255.155,0.144,0.083
4407,8.672,0.076,0.187,5.64,0.447,286.784,0.158,0.089
4407.1,8.672,0.073,0.189,5.438,0.429,319.753,0.171,0.096
4407.2,8.672,0.071,0.192,5.301,0.375,334.192,0.181,0.103
4407.3,8.672,0.07,0.195,5.226,0.308,283.507,0.189,0.117
4407.4,8.672,0.068,0.197,5.206,0.309,302.331,0.194,0.119
4407.5,8.672,0.067,0.198,5.216,0.315,312.849,0.198,0.121
4407.6,8.672,0.065,0.197,5.227,0.319,364.334,0.201,0.116
4407.7,8.672,0.064,0.196,5.232,0.321,369.566,0.203,0.117
4407.8,8.672,0.062,0.194,5.243,0.314,422.114,0.204,0.111
4407.9,8.672,0.061,0.193,5.271,0.311,399.816,0.203,0.114
4408,8.672,0.061,0.193,5.304,0.311,406.771,0.202,0.112
4408.1,8.672,0.062,0.194,5.314,0.312,435.482,0.201,0.107
4408.2,8.672,0.063,0.194,5.28,0.317,423.234,0.199,0.107
4408.3,8.672,0.063,0.193,5.215,0.316,377.669,0.198,0.112
4408.4,8.672,0.062,0.192,5.158,0.316,340.958,0.198,0.117
4408.5,8.672,0.061,0.191,5.133,0.319,363.566,0.198,0.114
4408.6,8.672,0.06,0.191,5.142,0.321,340.155,0.199,0.118
4408.7,8.672,0.059,0.192,5.168,0.325,262.9,0.199,0.13
4408.8,8.672,0.059,0.192,5.202,0.328,241.384,0.199,0.134
4408.9,8.672,0.06,0.191,5.244,0.33,274.382,0.198,0.128
4409,8.672,0.062,0.191,5.294,0.329,215.045,0.197,0.138
4409.1,8.672,0.064,0.192,5.343,0.329,195.793,0.196,0.142
4409.2,8.672,0.065,0.194,5.376,0.329,162.919,0.196,0.15
4409.3,8.672,0.063,0.197,5.383,0.327,171.869,0.196,0.148
4409.4,8.672,0.061,0.199,5.368,0.331,170.03,0.197,0.149
4409.5,8.672,0.059,0.2,5.35,0.331,169.393,0.197,0.15
4409.6,8.672,0.059,0.201,5.345,0.322,166.542,0.197,0.151
4409.7,8.648,0.061,0.206,5.367,0.32,134.101,0.197,0.161
4409.8,8.672,0.063,0.206,5.418,0.32,128.06,0.198,0.164
4409.9,8.672,0.064,0.208,5.473,0.319,140.175,0.199,0.161
4410,8.672,0.064,0.209,5.505,0.32,142.911,0.2,0.161
4410.1,8.648,0.063,0.212,5.491,0.318,125.744,0.201,0.168
4410.2,8.625,0.061,0.213,5.436,0.311,123.433,0.202,0.17
4410.3,8.625,0.06,0.214,5.372,0.311,115.782,0.203,0.174
4410.4,8.672,0.059,0.211,5.335,0.321,124.299,0.204,0.171
4410.5,8.672,0.06,0.211,5.334,0.338,141.868,0.204,0.165
4410.6,8.672,0.061,0.21,5.351,0.348,142.703,0.205,0.165
4410.7,8.672,0.06,0.208,5.369,0.355,134.221,0.205,0.168
