DEPTH,CALI,DRHO,NPHI,PEF,RT,KLOGH,PHIF,VSH
4493.6,8.625,0.065,0.18,5.549,0.397,19.76,0.173,0.232
4493.7,8.641,0.066,0.177,5.518,0.386,24.185,0.174,0.223
4493.8,8.625,0.066,0.181,5.475,0.37,28.782,0.177,0.217
4493.9,8.648,0.065,0.18,5.432,0.358,30.206,0.18,0.218
4494,8.672,0.061,0.182,5.414,0.345,29.499,0.184,0.223
4494.1,8.672,0.059,0.183,5.436,0.347,31.519,0.187,0.222
4494.2,8.672,0.057,0.184,5.492,0.353,30.571,0.187,0.223
4494.3,8.672,0.056,0.184,5.557,0.358,28.235,0.184,0.225
4494.4,8.672,0.056,0.183,5.609,0.361,28.181,0.181,0.222
4494.5,8.656,0.056,0.185,5.64,0.364,24.982,0.177,0.224
4494.6,8.625,0.057,0.183,5.648,0.383,21.51,0.174,0.229
4494.7,8.625,0.059,0.182,5.634,0.4,19.634,0.173,0.233
4494.8,8.672,0.061,0.18,5.605,0.407,16.378,0.174,0.242
4494.9,8.672,0.063,0.183,5.578,0.401,13.594,0.177,0.254
4495,8.672,0.063,0.187,5.569,0.383,10.708,0.182,0.269
4495.1,8.672,0.06,0.192,5.583,0.358,11.08,0.188,0.273
4495.2,8.672,0.057,0.194,5.605,0.334,13.281,0.192,0.268
4495.3,8.672,0.055,0.195,5.622,0.31,12.01,0.194,0.275
4495.4,8.672,0.054,0.195,5.629,0.302,8.213,0.194,0.293
4495.5,8.672,0.055,0.195,5.622,0.305,5.757,0.193,0.309
4495.6,8.672,0.056,0.195,5.606,0.315,4.484,0.192,0.32
4495.7,8.672,0.056,0.196,5.602,0.322,5.512,0.192,0.31
4495.8,8.672,0.055,0.196,5.612,0.324,6.064,0.192,0.306
4495.9,8.672,0.054,0.196,5.623,0.329,7.284,0.193,0.298
4496,8.672,0.054,0.194,5.619,0.331,8.721,0.192,0.289
4496.1,8.672,0.054,0.191,5.598,0.336,9.597,0.191,0.283
4496.2,8.672,0.055,0.19,5.563,0.345,10.189,0.19,0.279
4496.3,8.672,0.054,0.19,5.532,0.359,10.959,0.189,0.275
4496.4,8.672,0.054,0.19,5.527,0.367,13.214,0.189,0.266
4496.5,8.672,0.053,0.188,5.556,0.376,16.04,0.187,0.254
4496.6,8.672,0.051,0.183,5.604,0.382,16.422,0.183,0.25
4496.7,8.672,0.051,0.179,5.655,0.395,14.08,0.177,0.252
4496.8,8.672,0.051,0.176,5.707,0.413,9.952,0.171,0.263
4496.9,8.672,0.05,0.175,5.762,0.444,7.602,0.165,0.271
4497,8.672,0.051,0.175,5.825,0.473,6.409,0.16,0.275
4497.1,8.672,0.052,0.175,5.895,0.502,4.701,0.154,0.284
4497.2,8.672,0.053,0.175,5.985,0.547,3.959,0.146,0.285
4497.3,8.672,0.053,0.175,6.118,0.585,3.029,0.136,0.29
4497.4,8.688,0.048,0.171,6.316,0.634,1.063,0.126,0.506
4497.5,8.693,0.04,0.168,6.577,0.687,0.571,0.118,0.515
4497.6,8.672,0.034,0.166,6.901,0.878,0.338,0.113,0.536
4497.7,8.672,0.038,0.164,7.242,1.505,0.214,0.108,0.569
4497.8,8.672,0.059,0.17,7.481,4.078,0.205,0.108,0.573
4497.9,8.703,0.094,0.185,7.476,6.026,0.001,0.001,0.568
4498,8.719,0.123,0.212,7.234,6.376,0.001,0.001,0.606
4498.1,8.727,0.129,0.259,6.948,6.732,0.001,0.001,0.635
4498.2,8.755,0.107,0.314,6.816,7.081,0.001,0.001,0.653
4498.3,8.885,0.07,0.371,6.927,7.207,0.001,0.001,0.66
4498.4,8.854,0.035,0.418,7.18,6.77,0.001,0.001,0.633
4498.5,8.852,0.017,0.424,7.343,6.368,0.001,0.001,0.568
4498.6,8.885,0.018,0.385,7.245,6.256,0.001,0.032,0.516
4498.7,8.852,0.03,0.323,6.872,6.453,0.001,0.036,0.456
4498.8,8.805,0.047,0.257,6.391,6.401,0.001,0.036,0.377
4498.9,8.781,0.063,0.197,6.008,6.345,0.001,0.036,0.334
4499,8.766,0.074,0.15,5.803,6.488,0.001,0.04,0.32
4499.1,8.75,0.08,0.12,5.747,5.954,0.007,0.043,0.299
4499.2,8.75,0.082,0.098,5.767,4.811,0.006,0.046,0.281
4499.3,8.75,0.082,0.086,5.811,4.597,0.006,0.042,0.27
4499.4,8.781,0.082,0.078,5.855,4.318,0.006,0.04,0.267
4499.5,8.75,0.082,0.078,5.899,4.049,0.005,0.039,0.264
4499.6,8.75,0.081,0.079,5.943,3.78,0.005,0.039,0.269
4499.7,8.75,0.08,0.082,5.971,3.618,0.005,0.04,0.292
4499.8,8.703,0.079,0.09,5.97,3.749,0.005,0.043,0.333
4499.9,8.75,0.075,0.093,5.94,4.028,0.005,0.046,0.397
4500,8.75,0.071,0.1,5.892,4.162,0.004,0.049,0.457
4500.1,8.75,0.069,0.108,5.851,4.259,0.004,0.05,0.513
4500.2,8.781,0.07,0.115,5.832,4.351,0.003,0.049,0.565
4500.3,8.781,0.072,0.122,5.829,4.35,0.002,0.047,0.575
4500.4,8.766,0.074,0.131,5.826,4.368,0.002,0.045,0.562
4500.5,8.75,0.076,0.135,5.804,4.418,0.002,0.043,0.545
4500.6,8.75,0.077,0.136,5.76,4.369,0.002,0.042,0.494
4500.7,8.727,0.075,0.134,5.712,4.26,0.003,0.041,0.435
4500.8,8.734,0.071,0.124,5.687,4.016,0.004,0.042,0.386
4500.9,8.75,0.066,0.114,5.7,3.797,0.005,0.043,0.333
4501,8.75,0.063,0.105,5.74,3.732,0.006,0.043,0.279
4501.1,8.75,0.064,0.095,5.791,4.037,0.006,0.04,0.253
4501.2,8.75,0.069,0.087,5.853,4.662,0.005,0.037,0.236
4501.3,8.771,0.076,0.08,5.946,5.189,0.004,0.033,0.24
4501.4,8.781,0.085,0.081,6.075,5.29,0.003,0.032,0.266
4501.5,8.781,0.092,0.088,6.204,5.038,0.003,0.032,0.282
4501.6,8.781,0.094,0.099,6.284,4.106,0.003,0.036,0.317
4501.7,8.781,0.094,0.113,6.323,3.782,0.004,0.043,0.373
4501.8,8.844,0.091,0.122,6.364,4.187,0.007,0.053,0.429
4501.9,8.852,0.089,0.144,6.424,4.849,0.007,0.065,0.473
4502,8.781,0.087,0.17,6.431,5.361,0.007,0.079,0.528
4502.1,8.766,0.084,0.194,6.313,5.157,0.007,0.092,0.578
4502.2,8.781,0.079,0.208,6.092,4.868,0.007,0.102,0.627
4502.3,8.766,0.071,0.217,5.874,4.372,0.007,0.105,0.663
4502.4,8.75,0.064,0.215,5.765,4.161,0.007,0.101,0.688
4502.5,8.75,0.061,0.207,5.763,4.34,0.007,0.089,0.736
4502.6,8.703,0.062,0.201,5.803,4.425,0.008,0.074,0.719
4502.7,8.703,0.065,0.191,5.836,4.345,0.003,0.06,0.698
4502.8,8.727,0.07,0.182,5.861,4.083,0.002,0.05,0.648
4502.9,8.703,0.075,0.171,5.896,3.792,0.002,0.042,0.53
4503,8.703,0.081,0.156,5.94,3.656,0.003,0.039,0.411
4503.1,8.75,0.084,0.133,5.971,3.548,0.003,0.039,0.356
4503.2,8.76,0.084,0.111,5.972,3.472,0.005,0.042,0.337
4503.3,8.75,0.082,0.092,5.93,3.542,0.007,0.046,0.322
4503.4,8.75,0.08,0.081,5.862,3.671,0.008,0.048,0.33
4503.5,8.75,0.078,0.076,5.8,3.791,0.007,0.049,0.355
4503.6,8.75,0.076,0.076,5.772,3.862,0.007,0.048,0.352
4503.7,8.75,0.076,0.077,5.779,3.849,0.007,0.046,0.317
4503.8,8.75,0.078,0.077,5.805,3.793,0.007,0.044,0.285
4503.9,8.75,0.082,0.077,5.831,3.666,0.006,0.041,0.261
4504,8.75,0.087,0.076,5.84,3.541,0.006,0.039,0.229
4504.1,8.781,0.091,0.073,5.808,3.413,0.008,0.04,0.206
4504.2,8.781,0.091,0.071,5.731,3.326,0.01,0.044,0.194
4504.3,8.766,0.09,0.07,5.634,3.445,0.014,0.048,0.199
4504.4,8.75,0.088,0.066,5.569,3.499,0.017,0.052,0.212
4504.5,8.75,0.088,0.064,5.559,3.358,0.023,0.054,0.189
4504.6,8.781,0.089,0.06,5.589,3.24,0.027,0.055,0.173
4504.7,8.781,0.09,0.059,5.621,3.276,0.029,0.057,0.177
4504.8,8.781,0.09,0.058,5.645,3.522,0.034,0.059,0.172
4504.9,8.781,0.09,0.058,5.692,3.753,0.04,0.061,0.171
4505,8.75,0.09,0.061,5.788,3.808,0.047,0.062,0.161
4505.1,8.797,0.087,0.058,5.897,3.674,0.05,0.064,0.171
4505.2,8.852,0.079,0.057,5.95,3.735,0.047,0.065,0.196
4505.3,8.771,0.069,0.063,5.921,4.08,0.034,0.065,0.267
4505.4,8.75,0.062,0.067,5.867,4.391,0.021,0.061,0.322
4505.5,8.75,0.062,0.069,5.867,4.481,0.011,0.055,0.355
4505.6,8.75,0.067,0.073,5.941,4.536,0.006,0.048,0.387
4505.7,8.75,0.074,0.077,6.044,4.773,0.003,0.041,0.409
4505.8,8.75,0.077,0.085,6.106,5.029,0.002,0.038,0.445
4505.9,8.703,0.078,0.101,6.104,5.091,0.001,0.035,0.5
4506,8.703,0.082,0.125,6.098,5.124,0.001,0.033,0.563
4506.1,8.703,0.098,0.168,6.222,5.161,0.001,0.028,0.652
4506.2,8.703,0.131,0.233,6.66,5.271,0.001,0.001,0.735
4506.3,8.745,0.171,0.31,7.435,5.315,0.001,0.001,0.777
4506.4,8.805,0.197,0.383,8.269,5.374,0.001,0.001,0.737
4506.5,8.979,0.194,0.404,8.745,5.482,0.001,0.001,0.615
4506.6,8.992,0.159,0.369,8.639,5.66,0.001,0.001,0.477
4506.7,8.781,0.107,0.294,8.138,5.798,0.001,0.001,0.409
4506.8,8.781,0.055,0.204,7.583,5.818,0.001,0.001,0.346
4506.9,8.805,0.019,0.128,7.183,5.812,0.001,0.001,0.323
4507,8.797,0.008,0.081,6.946,5.844,0.001,0.001,0.334
4507.1,8.781,0.021,0.064,6.835,6.191,0.001,0.001,0.344
4507.2,8.781,0.044,0.061,6.819,5.723,0.001,0.013,0.345
4507.3,8.781,0.061,0.069,6.854,4.334,0.004,0.014,0.348
4507.4,8.781,0.068,0.085,6.883,3.361,0.001,0.015,0.369
4507.5,8.719,0.071,0.114,6.912,2.803,0.001,0.016,0.396
4507.6,8.727,0.075,0.142,6.974,3.066,0.001,0.02,0.425
4507.7,8.76,0.081,0.175,7.052,3.445,0.001,0.02,0.455
4507.8,8.75,0.086,0.203,7.077,3.714,0.001,0.02,0.474
4507.9,8.766,0.091,0.22,6.976,3.484,0.001,0.02,0.488
4508,8.75,0.095,0.235,6.756,3.444,0.001,0.02,0.52
4508.1,8.75,0.097,0.242,6.506,3.409,0.001,0.02,0.553
4508.2,8.734,0.094,0.243,6.32,3.395,0.001,0.02,0.543
4508.3,8.75,0.088,0.243,6.218,3.433,0.001,0.02,0.543
4508.4,8.719,0.081,0.248,6.176,3.413,0.001,0.02,0.565
4508.5,8.703,0.076,0.252,6.18,3.412,0.001,0.02,0.593
4508.6,8.75,0.072,0.254,6.223,3.404,0.001,0.02,0.601
4508.7,8.75,0.071,0.256,6.272,3.385,0.001,0.02,0.602
4508.8,8.75,0.072,0.255,6.249,3.441,0.001,0.02,0.605
4508.9,8.75,0.074,0.254,6.225,3.485,0.001,0.02,0.607
4509,8.727,0.073,0.252,6.184,3.486,0.001,0.02,0.611
4509.1,8.727,0.07,0.251,6.207,3.48,0.001,0.02,0.63
4509.2,8.75,0.067,0.248,6.286,3.294,0.001,0.02,0.647
4509.3,8.781,0.066,0.24,6.351,3.187,0.001,0.02,0.618
4509.4,8.781,0.069,0.23,6.342,3.068,0.001,0.02,0.587
4509.5,8.766,0.075,0.221,6.262,2.971,0.001,0.02,0.553
4509.6,8.75,0.081,0.212,6.171,2.971,0.001,0.02,0.55
4509.7,8.75,0.082,0.207,6.125,2.971,0.001,0.02,0.563
4509.8,8.703,0.079,0.207,6.126,3.031,0.001,0.02,0.543
4509.9,8.75,0.074,0.203,6.127,3.041,0.001,0.024,0.553
4510,8.75,0.07,0.204,6.085,3.061,0.001,0.029,0.555
4510.1,8.75,0.069,0.208,6.029,3.104,0.001,0.033,0.577
4510.2,8.75,0.069,0.211,6.014,3.128,0.001,0.036,0.616
4510.3,8.781,0.068,0.209,6.05,3.087,0.001,0.038,0.669
4510.4,8.75,0.069,0.204,6.115,2.944,0.001,0.037,0.699
4510.5,8.75,0.072,0.194,6.186,2.802,0.001,0.033,0.712
4510.6,8.75,0.078,0.186,6.269,2.741,0.001,0.027,0.729
4510.7,8.75,0.083,0.181,6.353,2.69,0.001,0.022,0.75
4510.8,8.75,0.086,0.179,6.398,2.707,0.001,0.021,0.758
4510.9,8.75,0.086,0.18,6.369,2.746,0.001,0.024,0.763
4511,8.75,0.084,0.182,6.277,2.757,0.001,0.029,0.756
4511.1,8.703,0.08,0.187,6.166,2.737,0.001,0.035,0.733
4511.2,8.703,0.077,0.189,6.087,2.704,0.001,0.039,0.718
4511.3,8.703,0.075,0.188,6.059,2.676,0.001,0.042,0.73
4511.4,8.75,0.075,0.184,6.078,2.657,0.001,0.043,0.733
4511.5,8.703,0.076,0.185,6.138,2.646,0.001,0.043,0.734
4511.6,8.75,0.076,0.182,6.231,2.63,0.001,0.042,0.754
4511.7,8.75,0.077,0.182,6.335,2.614,0.001,0.04,0.745
4511.8,8.75,0.079,0.183,6.425,2.599,0.001,0.039,0.755
4511.9,8.75,0.081,0.184,6.469,2.542,0.001,0.039,0.758
4512,8.75,0.081,0.185,6.466,2.493,0.001,0.042,0.751
4512.1,8.727,0.081,0.188,6.465,2.469,0.001,0.047,0.756
4512.2,8.727,0.08,0.185,6.52,2.457,0.001,0.051,0.754
4512.3,8.771,0.081,0.183,6.642,2.42,0.002,0.053,0.764
4512.4,8.781,0.083,0.184,6.793,2.359,0.002,0.054,0.781
4512.5,8.781,0.083,0.185,6.925,2.299,0.001,0.055,0.814
4512.6,8.781,0.081,0.184,7.029,2.234,0.002,0.057,0.799
4512.7,8.781,0.077,0.181,7.117,2.195,0.002,0.06,0.809
4512.8,8.781,0.075,0.177,7.182,2.114,0.002,0.061,0.818
4512.9,8.781,0.074,0.176,7.212,2.035,0.002,0.062,0.828
